publication_number,source_title,source_abstract,zh_title,zh_abstract,prompt_tokens,completion_tokens,reasoning_tokens,cached_tokens,total_tokens,cost_usd,latency_s,status,error
WO-2025210949-A1,"LABELED COLLAGEN IVα1 PROTEIN, LABELED COLLAGEN IVα2 PROTEIN, NUCLEIC ACIDS ENCODING SAID PROTEINS, AND ANIMALS HAVING SAID NUCLEIC ACIDS",The present disclosure relates to: a labeled collagen IVα1 protein; a labeled collagen IVα2 protein; nucleic acids encoding said proteins; and animals having said nucleic acids. The present disclosure also relates to a method for observing the labeled collagen IVα1 protein or the labeled collagen IVα2 protein in the animals.,标记的 collagen IVα1 蛋白、标记的 collagen IVα2 蛋白、编码所述蛋白的核酸以及具有所述核酸的动物,本公开涉及：标记的 collagen IVα1 蛋白；标记的 collagen IVα2 蛋白；编码所述蛋白的核酸；以及具有所述核酸的动物。本公开还涉及一种在所述动物中观察标记的 collagen IVα1 蛋白或标记的 collagen IVα2 蛋白的方法。,554,194,57,0,748,0.00859,3.951,ok,
WO-2025186695-A8,"Multifunctional device, device holder, kit, use of bioactive factors isolated and purified from colostrum, method for preparing enriched autologous platelet concentrates","The present invention relates to a multifunctional device (1) for collecting a biological fluid, for example whole blood, comprising: a tubular container (2) delimiting an open container end (3), a cap (5), wherein the cap (5) is fluid-tightly connected to the tubular container (2), closing the open container end (3) so that the tubular container (2) and the cap (5) enclose a collection chamber (4) configured to be depressurized and/or filled with the biological fluid, wherein the cap (5) comprises: a cap body (6) connected to the tubular fluid-tight container (2), a reversible access device (7), wherein the reversible access device (7) is fluid-tightly connected to the cap body (6), wherein the reversible access device (7) is configured to allow a reversible fluid-tight access to the collection chamber (4) without separating the cap (5) from the tubular container (2) to depressurize the collection chamber and/or collect the biological fluid in the collection chamber (4) and/or extract the biological fluid from the collection chamber (4), the cap (5) comprising at least one reservoir (8, 8') fluid-tightly connected to the cap body (6), wherein each reservoir (8, 8') delimits a respective containment chamber (9) configured to contain at least one mixing substance, wherein each reservoir (8, 8') is in a closed configuration in which the respective containment chamber (9) is fluidly isolated from the collection chamber (4), wherein each reservoir (8, 8') is configured to be operated and opened on command, switching from the closed configuration to an open configuration in which the respective containment chamber (9) is open and in communication with the collection chamber (4) keeping the cap (5) fluid-tightly connected to the tubular container (2).",多功能装置、装置保持器、套件、从初乳中分离和纯化的生物活性因子的用途、制备富集的自体血小板浓缩物的方法,"本发明涉及一种用于收集生物流体例如全血的多功能装置 (1)，其包括：管状容器 (2)，限定容器开口端 (3)；盖 (5)，其中盖 (5) 以液密方式连接至管状容器 (2)，封闭容器开口端 (3)，使得管状容器 (2) 和盖 (5) 围成收集腔 (4)，所述收集腔被配置为可减压和/或填充生物流体，其中盖 (5) 包括：连接至管状液密容器 (2) 的盖体 (6)；可逆接入装置 (7)，其中可逆接入装置 (7) 以液密方式连接至盖体 (6)，其中可逆接入装置 (7) 被配置为在不将盖 (5) 与管状容器 (2) 分离的情况下，允许对收集腔 (4) 进行可逆的液密接入，以使收集腔减压和/或在收集腔 (4) 中收集生物流体和/或从收集腔 (4) 中提取生物流体；盖 (5) 包括至少一个以液密方式连接至盖体 (6) 的贮存器 (8, 8')，其中每个贮存器 (8, 8') 限定相应的容纳腔 (9)，所述容纳腔被配置为容纳至少一种混合物质，其中每个贮存器 (8, 8') 处于关闭构型，在该构型中相应的容纳腔 (9) 与收集腔 (4) 流体隔离，其中每个贮存器 (8, 8') 被配置为可按指令操作并打开，从关闭构型切换至打开构型，在该打开构型中，相应的容纳腔 (9) 打开并与收集腔 (4) 连通，同时保持盖 (5) 以液密方式连接至管状容器 (2)。",850,806,272,0,1656,0.02843,11.655,ok,
EP-4584229-A1,Amino compound-containing dispersion powder compositions,"The invention relates to water-redispersible dispersion powder compositions (dispersion powder compositions) based on copolymers of a) vinyl acetate, b) ethylene, c) optionally one or more auxiliary monomers, and d) optionally one or more additional ethylenically unsaturated monomers. The invention is characterized in that one or more amino compounds (nitrogen compounds) selected from the group comprising polyoxyalkylene amines, polyethylene imines, aliphatic polyamines, and compounds of the formula R-NR'H are contained, wherein in the formula R-NR'H, the group R represents a linear or branched and optionally substituted hydrocarbon group with 1 to 20 carbon atoms and R' is a hydrogen atom, an NH 2 group, or a carbonyl group, with the proviso that the auxiliary monomers c) are selected from the group comprising ethylenically unsaturated mono- and dicarboxylic acids, ethylenically unsaturated carboxylic acid nitriles, acrylamide (CH 2 CHCONH 2 ), ethylenically unsaturated sulfonic acids, ethylenically unsaturated silicon-functional monomers, and hydroxyethyl, hydroxypropyl, or hydroxybutyl acrylate or methacrylate; the additional ethylenically unsaturated monomers d) are selected from the group comprising methyl acrylate, methyl methacrylate, ethyl acrylate, ethyl methacrylate, propyl acrylate, propyl methacrylate, n-butyl acrylate, n-butyl methacrylate, 2-ethylhexyl acrylate, norbornyl acrylate, vinyl aromatics, and vinyl halides; and the water-redispersible dispersion powder compositions do not contain epoxide group-containing compounds (epoxide compounds).",含氨基化合物的分散粉末组合物,本发明涉及水可再分散的分散粉末组合物（分散粉末组合物），其基于 a) vinyl acetate、b) ethylene、c) 任选的一种或多种辅助单体，以及 d) 任选的一种或多种其他烯键式不饱和单体的共聚物。本发明的特征在于，含有一种或多种选自包括 polyoxyalkylene amines、polyethylene imines、aliphatic polyamines 以及式 R-NR'H 的化合物的组中的氨基化合物（氮化合物），其中，在式 R-NR'H 中，基团 R 表示具有 1 to 20 个碳原子的直链或支链且任选取代的烃基，R' 为氢原子、NH 2 基团或羰基，条件是辅助单体 c) 选自包括烯键式不饱和单羧酸和二羧酸、烯键式不饱和羧酸腈、acrylamide (CH 2 CHCONH 2 )、烯键式不饱和磺酸、烯键式不饱和硅官能单体，以及 hydroxyethyl、hydroxypropyl 或 hydroxybutyl acrylate 或 methacrylate 的组；其他烯键式不饱和单体 d) 选自包括 methyl acrylate、methyl methacrylate、ethyl acrylate、ethyl methacrylate、propyl acrylate、propyl methacrylate、n-butyl acrylate、n-butyl methacrylate、2-ethylhexyl acrylate、norbornyl acrylate、vinyl aromatics 和 vinyl halides 的组；并且所述水可再分散的分散粉末组合物不含 epoxide group-containing compounds (epoxide compounds)。,829,968,512,0,1797,0.033185,15.786,ok,
EP-4577666-A1,"Process for the production of (1r,2s)-2,6-dimethyl-1-indanamine using dynamic kinetic stereoisomer resolution","Described is a process for producing nearly enantiomerically pure (1R,2S)-2,6-dimethyl-1-indanamine, said process being characterized by the reaction of a mixture of the four stereoisomers of 2,6-dimethyl-1-indanamine with an acylating or carboxylating agent in the presence of a protein with lipase activity and being carried out using dynamic kinetic stereoisomer resolution.","使用动态动力学立体异构体拆分生产(1r,2s)-2,6-dimethyl-1-indanamine的方法","描述了一种生产近乎对映体纯的(1R,2S)-2,6-dimethyl-1-indanamine的方法，所述方法的特征在于，使2,6-dimethyl-1-indanamine的四种立体异构体的混合物在具有脂肪酶活性的蛋白质存在下与酰化剂或羧化剂反应，并使用动态动力学立体异构体拆分进行。",559,350,200,0,909,0.013295000000000001,6.143,ok,
EP-4633583-A1,Semi-permanent smoothing hair composition and uses thereof,"Provided herein are catalyst cream base compositions and activator compositions, kits comprising the same and methods of use thereof. The catalyst cream base composition can comprise calcium hydroxide and a silicone blocker and the activator compositions can comprise guanidine hydrochloride. The compositions can be used for the preparation of smoothing compositions. The methods of use can comprise methods of semi-permanently smoothing hair. The kits can comprise catalyst cream base compositions and activator compositions and instructions to use the same for semi-permanently smoothing hair.",半永久性顺滑头发组合物及其用途,本文提供催化剂乳膏基质组合物和活化剂组合物、包含其的套件及其使用方法。所述催化剂乳膏基质组合物可包含calcium hydroxide和silicone blocker，所述活化剂组合物可包含guanidine hydrochloride。所述组合物可用于制备顺滑组合物。所述使用方法可包括半永久性顺滑头发的方法。所述套件可包含催化剂乳膏基质组合物和活化剂组合物，以及使用其进行半永久性顺滑头发的说明。,546,341,183,0,887,0.01296,6.759,ok,
MX-2025009468-A,Low temperature curing composition for rubber based adhesives and sealants,"The invention relates to a rubber-based composition that can be thermally cured at reduced temperature while retaining performance over a broad cure temperature window comprising at least one solid rubber, at least one diene-based polymer or copolymer containing an olefinic double bond and/or an aromatically substituted olefin, suitable for undergoing curing with a curing system present as quinone dioxime, peroxides and optional multifunctional acrylates, preferably in the absence of elemental sulfur. The cured composition exhibits improved reversion resistance and adhesion strength on aluminum.",用于橡胶基粘合剂和密封剂的低温固化组合物,本发明涉及一种橡胶基组合物，其可在降低的温度下热固化，同时在较宽的固化温度窗口内保持性能；该组合物包含至少一种固体橡胶、至少一种含有烯属双键和/或芳香取代烯烃的二烯基聚合物或共聚物，适合通过以quinone dioxime、过氧化物和可选的多官能丙烯酸酯形式存在的固化体系进行固化，优选在不存在元素硫的情况下进行。固化后的组合物在铝上的抗返原性和粘附强度得到改善。,555,319,131,0,874,0.012345,8.989,ok,
MX-2025010613-A,"Biodegradable, industrially compostable, and recyclable injection molded microcellular flexible foams","This document discloses a process for manufacturing recyclable injection molded microcellular foams for use in, footwear components, seating components, protective gear components, and watersport accessories. The process includes the steps of providing a thermoplastic polymer which comprises at least one monomer derived from depolymerized post-consumer plastic, inserting a fluid into a barrel of a molding apparatus. The fluid is introduced under temperature and pressure conditions to produce a super critical fluid. The process further includes mixing the thermoplastic polymer and super critical fluid so as to create a single phase solution, and injecting the single phase solution into a mold of an injection molding machine under gas counter pressure. The process further includes foaming the single phase solution by controlling the head and temperature conditions within the mold.",可生物降解、可工业堆肥且可回收的注塑成型微孔柔性泡沫,本文公开了一种用于制造可回收注塑成型微孔泡沫的工艺，所述泡沫可用于鞋类部件、座椅部件、防护装备部件和水上运动配件。该工艺包括以下步骤：提供一种热塑性聚合物，其包含至少一种来源于解聚的消费后塑料的单体；将流体引入成型设备的机筒中。该流体在温度和压力条件下被引入，以产生超临界流体。该工艺还包括将所述热塑性聚合物与超临界流体混合，以形成单相溶液，并在气体反压下将该单相溶液注入注塑机的模具中。该工艺还包括通过控制模具内的 head 和温度条件使该单相溶液发泡。,608,544,304,0,1152,0.019360000000000002,9.543,ok,
WO-2025203849-A1,Ferritic stainless steel for ammonia combustion environment,"The purpose of the present invention is to provide a ferritic stainless steel for an NH3 combustion environment and having excellent high-temperature NH3 resistance in an NH3 combustion environment in which high-temperature NH3 is included. This ferritic stainless steel for an NH3 combustion environment has a component composition which contains, in mass%, 0.020% or less of C, 0.05-2.50% of Si, 0.05-2.00% of Mn, 0.050% or less of P, 0.010% or less of S, 0.20-6.00% of Al, 0.020% or less of N, and 12.0-25.0% of Cr, and in which the remaining portion includes Fe and unavoidable impurities.",用于氨燃烧环境的铁素体不锈钢,本发明的目的在于提供一种用于NH3燃烧环境的铁素体不锈钢，其在包含高温NH3的NH3燃烧环境中具有优异的高温NH3耐受性。该用于NH3燃烧环境的铁素体不锈钢具有如下成分组成：以mass%计，含有0.020% or less的C、0.05-2.50%的Si、0.05-2.00%的Mn、0.050% or less的P、0.010% or less的S、0.20-6.00%的Al、0.020% or less的N以及12.0-25.0%的Cr，余量包括Fe和不可避免的杂质。,608,276,82,0,884,0.01132,4.258,ok,
WO-2025212071-A1,A solid dispersion of enzalutamide,"The present invention relates to a solid dispersion comprising enzalutamide or its pharmaceutically acceptable salts, hydroxypropyl methylcellulose phthalate (HPMCP), soluplus® (polyvinyl caprolactam-polyvinyl acetate-polyethylene glycol), surfactant, and optionally at least one pharmaceutically acceptable excipient. The present invention also relates to a pharmaceutical composition comprising the solid dispersion of enzalutamide and its use for treating prostate cancer. The present invention further relates to a process for preparation of the solid dispersion of enzalutamide and the pharmaceutical composition comprising the solid dispersion of enzalutamide.",enzalutamide的固体分散体,本发明涉及一种固体分散体，其包含enzalutamide或其药学上可接受的盐、hydroxypropyl methylcellulose phthalate (HPMCP)、soluplus® (polyvinyl caprolactam-polyvinyl acetate-polyethylene glycol)、表面活性剂，以及任选的至少一种药学上可接受的辅料。本发明还涉及一种包含enzalutamide的固体分散体的药物组合物及其在治疗前列腺癌中的用途。本发明进一步涉及一种制备enzalutamide的固体分散体以及包含enzalutamide的固体分散体的药物组合物的方法。,573,377,201,0,950,0.014175,6.679,ok,
EP-4566167-A1,Shaped body and method for a photovoltaic module,"The invention relates to a shaped body (6, 7) for producing a photovoltaic module, in particular a thermal photovoltaic module (4), comprising: - an upper face (11) which is concavely or convexly curved in a height direction (Z) in order to bend a layer stack (12) comprising at least two layers (1, 2, 3) for the photovoltaic module (4). The invention also relates to a method for processing a layer stack (12) for a photovoltaic module.",用于光伏组件的成型体和方法,"本发明涉及一种用于制造光伏组件、特别是热光伏组件(4)的成型体(6, 7)，其包括：- 上表面(11)，该上表面在高度方向(Z)上呈凹形或凸形弯曲，以弯曲包括至少两层(1, 2, 3)的用于光伏组件(4)的层叠体(12)。本发明还涉及一种用于处理光伏组件的层叠体(12)的方法。",548,212,72,0,760,0.0091,4.013,ok,
WO-2025207441-A1,"Process for producing fuel, base oils, and/or chemicals from renewable feedstocks",A renewable feedstock is pretreated and then hydrotreated to produce an effluent. The effluent is separated into a liquid stream and an offgas stream. At least one of the offgas streams comprises hydrogen sulphide. The offgas stream is passed to a biological desulfurization unit where a majority of the hydrogen sulphide is converted to bio-sulphur. At least a portion of the bio-sulphur is recycled to the pretreating step.,由可再生原料生产燃料、基础油和/或化学品的方法,对可再生原料进行预处理，然后进行加氢处理以产生流出物。将该流出物分离为液体流和尾气流。至少一个尾气流包含hydrogen sulphide。将该尾气流送至生物脱硫单元，在其中大部分hydrogen sulphide被转化为bio-sulphur。至少一部分bio-sulphur被循环至预处理步骤。,546,346,216,0,892,0.01311,6.247,ok,
MX-2025008102-A,Plant microbes and uses thereof,"Provided herein are compositions and methods for use in challenging pathogenic bacteria on plants. Optional features include modification of a donor bacteria to include exogenous nucleic acids encoding for conjugation machinery and gene modification components, such as guide sequence for use in CRISPR. The compositions and methods provided herein can be used for delivery to a wide variety of crops and for targeting one or more pathogens.",植物微生物及其用途,本文提供了用于对抗植物上病原性细菌的组合物和方法。可选特征包括对供体细菌进行修饰，使其包含编码接合机制和基因修饰组分的外源核酸，例如用于 CRISPR 的引导序列。本文提供的组合物和方法可用于递送至多种作物，并用于靶向一种或多种病原体。,516,286,172,0,802,0.01116,5.322,ok,
WO-2025216961-A1,Recycling of glass-containing pvb wastes via high temperature treatment,"It has been discovered that high volumes of glass particles and valuable recycled content products may be directly derived from waste PVB-containing compositions, such as interlayers. More particularly, one or more valuable recycled content products and glass particles can be consistently recovered from the high temperature treatment of waste PVB-containing compositions. Consequently, one can optimize recovery and utilization of recycled content products from waste PVB-containing compositions.",通过高温处理回收含玻璃的 pvb 废料,已经发现，可从废弃的含 PVB 组合物（例如中间层）中直接获得大量玻璃颗粒和有价值的含再生成分产品。更具体地说，可以从废弃的含 PVB 组合物的高温处理中稳定回收一种或多种有价值的含再生成分产品和玻璃颗粒。因此，可以优化从废弃的含 PVB 组合物中回收和利用含再生成分产品的过程。,526,438,305,0,964,0.01577,7.579,ok,
WO-2025206141-A1,"Conductive particles, conductive material, and connection structure","Provided are conductive particles capable of exhibiting low dielectric properties. These conductive particles comprise base material particles, and a conductive layer disposed on the surface of the base material particles. The base material particles are a polymer of polymerizable components. The polymerizable components include a polymerizable compound having one or more maleimide groups. Of the 100 wt% of the polymerizable components, the content of the polymerizable compound having one or more maleimide groups is 10 wt% or more and 80 wt% or less. The dielectric constant of the base material particles is 2.80 F/m or less, and the dielectric loss tangent of the base material particles is 0.01 or less.",导电粒子、导电材料和连接结构,提供能够表现出低介电特性的导电粒子。该导电粒子包含基材粒子以及设置在基材粒子表面上的导电层。基材粒子是可聚合组分的聚合物。可聚合组分包括具有一个或多个maleimide基团的可聚合化合物。在可聚合组分的100 wt%中，具有一个或多个maleimide基团的可聚合化合物的含量为10 wt%或更多且80 wt%或更少。基材粒子的介电常数为2.80 F/m或更低，并且基材粒子的介电损耗角正切为0.01或更低。,586,370,185,0,956,0.01403,6.852,ok,
