publication_number,source_title,source_abstract,zh_title,zh_abstract,prompt_tokens,completion_tokens,reasoning_tokens,cached_tokens,total_tokens,cost_usd,latency_s,status,error
WO-2025186695-A8,"Multifunctional device, device holder, kit, use of bioactive factors isolated and purified from colostrum, method for preparing enriched autologous platelet concentrates","The present invention relates to a multifunctional device (1) for collecting a biological fluid, for example whole blood, comprising: a tubular container (2) delimiting an open container end (3), a cap (5), wherein the cap (5) is fluid-tightly connected to the tubular container (2), closing the open container end (3) so that the tubular container (2) and the cap (5) enclose a collection chamber (4) configured to be depressurized and/or filled with the biological fluid, wherein the cap (5) comprises: a cap body (6) connected to the tubular fluid-tight container (2), a reversible access device (7), wherein the reversible access device (7) is fluid-tightly connected to the cap body (6), wherein the reversible access device (7) is configured to allow a reversible fluid-tight access to the collection chamber (4) without separating the cap (5) from the tubular container (2) to depressurize the collection chamber and/or collect the biological fluid in the collection chamber (4) and/or extract the biological fluid from the collection chamber (4), the cap (5) comprising at least one reservoir (8, 8') fluid-tightly connected to the cap body (6), wherein each reservoir (8, 8') delimits a respective containment chamber (9) configured to contain at least one mixing substance, wherein each reservoir (8, 8') is in a closed configuration in which the respective containment chamber (9) is fluidly isolated from the collection chamber (4), wherein each reservoir (8, 8') is configured to be operated and opened on command, switching from the closed configuration to an open configuration in which the respective containment chamber (9) is open and in communication with the collection chamber (4) keeping the cap (5) fluid-tightly connected to the tubular container (2).",多功能装置、装置固定件、试剂盒、从初乳中分离和纯化的生物活性因子的用途、制备富集自体血小板浓缩物的方法,"本发明涉及一种用于收集生物流体（例如全血）的多功能装置（1），其包括：管状容器（2），其限定开放的容器端（3）；盖子（5），其中，所述盖子（5）与所述管状容器（2）流体密封连接以封闭所述开放的容器端（3），使得所述管状容器（2）与所述盖子（5）共同围成收集腔（4），所述收集腔（4）配置为减压和/或充满所述生物流体；其中，所述盖子（5）包括：连接至所述管状密封容器（2）的盖子主体（6）；可逆访问装置（7），其中，所述可逆访问装置（7）与所述盖子主体（6）流体密封连接；所述可逆访问装置（7）配置为允许在不将所述盖子（5）从所述管状容器（2）分离的情况下，对所述收集腔（4）进行可逆的流体密封访问，以对所述收集腔（4）进行减压和/或使所述生物流体收集于所述收集腔（4）中和/或从所述收集腔（4）中提取所述生物流体；所述盖子（5）还包括至少一个流体密封连接至所述盖子主体（6）的储液囊（8, 8'）；其中，每个储液囊（8, 8'）限定一容纳腔（9），所述容纳腔（9）配置为容纳至少一种混合剂；其中，每个储液囊（8, 8'）处于封闭构型，在该封闭构型下所述容纳腔（9）与所述收集腔（4）流体隔离；其中，每个储液囊（8, 8'）配置为响应指令操作并开启，从所述封闭构型切换至开启构型，在该开启构型下所述容纳腔（9）开启并与所述收集腔（4）连通，同时保持所述盖子（5）与所述管状容器（2）流体密封连接。",879,6157,6839,0,7036,0.00628885,128.211,ok,
EP-4584229-A1,Amino compound-containing dispersion powder compositions,"The invention relates to water-redispersible dispersion powder compositions (dispersion powder compositions) based on copolymers of a) vinyl acetate, b) ethylene, c) optionally one or more auxiliary monomers, and d) optionally one or more additional ethylenically unsaturated monomers. The invention is characterized in that one or more amino compounds (nitrogen compounds) selected from the group comprising polyoxyalkylene amines, polyethylene imines, aliphatic polyamines, and compounds of the formula R-NR'H are contained, wherein in the formula R-NR'H, the group R represents a linear or branched and optionally substituted hydrocarbon group with 1 to 20 carbon atoms and R' is a hydrogen atom, an NH 2 group, or a carbonyl group, with the proviso that the auxiliary monomers c) are selected from the group comprising ethylenically unsaturated mono- and dicarboxylic acids, ethylenically unsaturated carboxylic acid nitriles, acrylamide (CH 2 CHCONH 2 ), ethylenically unsaturated sulfonic acids, ethylenically unsaturated silicon-functional monomers, and hydroxyethyl, hydroxypropyl, or hydroxybutyl acrylate or methacrylate; the additional ethylenically unsaturated monomers d) are selected from the group comprising methyl acrylate, methyl methacrylate, ethyl acrylate, ethyl methacrylate, propyl acrylate, propyl methacrylate, n-butyl acrylate, n-butyl methacrylate, 2-ethylhexyl acrylate, norbornyl acrylate, vinyl aromatics, and vinyl halides; and the water-redispersible dispersion powder compositions do not contain epoxide group-containing compounds (epoxide compounds).",含氨基化合物的分散粉体组合物,本发明涉及基于a)醋酸乙烯酯、b)乙烯、c)任选的一种或多种辅助单体以及d)任选的一种或多种其他乙烯基不饱和单体的共聚物的水再分散性分散粉体组合物（分散粉体组合物）。其特征在于，含有选自包含聚氧化烯烃胺、聚乙烯亚胺、脂肪族聚胺以及通式R-NR'H的化合物的基团中的一种或多种氨基化合物（氮化合物），其中，在式R-NR'H中，基团R代表具有1至20个碳原子的直链或支链且可选取代的烃基，R'为氢原子、NH 2基团或羰基，前提是辅助单体c)选自包含乙烯基不饱和单羧酸和二元羧酸、乙烯基不饱和羧酸腈、丙烯酰胺(CH 2 CHCONH 2 )、乙烯基不饱和磺酸、乙烯基不饱和含硅官能单体以及羟乙基、羟丙基或羟丁基的丙烯酸酯或甲基丙烯酸酯的基团；所述附加的乙烯基不饱和单体d)选自包含丙烯酸甲酯、甲基丙烯酸甲酯、丙烯酸乙酯、甲基丙烯酸乙酯、丙烯酸丙酯、甲基丙烯酸丙酯、丙烯酸正丁酯、甲基丙烯酸正丁酯、丙烯酸-2-乙基己酯、丙烯酸降冰片酯、乙烯基芳烃和乙烯基卤化物的基团；并且，所述水再分散性分散粉体组合物不含有含环氧基的化合物（环氧化合物）。,848,7789,8454,0,8637,0.00994825,38.798,ok,
EP-4577666-A1,"Process for the production of (1r,2s)-2,6-dimethyl-1-indanamine using dynamic kinetic stereoisomer resolution","Described is a process for producing nearly enantiomerically pure (1R,2S)-2,6-dimethyl-1-indanamine, said process being characterized by the reaction of a mixture of the four stereoisomers of 2,6-dimethyl-1-indanamine with an acylating or carboxylating agent in the presence of a protein with lipase activity and being carried out using dynamic kinetic stereoisomer resolution.","采用动态动力学立体异构体拆分法制备(1r,2s)-2,6-dimethyl-1-indanamine的方法","描述了一种制备几乎对映体纯的(1R,2S)-2,6-dimethyl-1-indanamine的方法，该方法其特征在于：在具有脂酶活性的蛋白质存在下，使2,6-dimethyl-1-indanamine的四种立体异构体混合物与酰化剂或羧化剂发生反应，并采用动态动力学立体异构体拆分法进行。",576,3378,3432,0,3954,0.0034644,27.545,ok,
EP-4633583-A1,Semi-permanent smoothing hair composition and uses thereof,"Provided herein are catalyst cream base compositions and activator compositions, kits comprising the same and methods of use thereof. The catalyst cream base composition can comprise calcium hydroxide and a silicone blocker and the activator compositions can comprise guanidine hydrochloride. The compositions can be used for the preparation of smoothing compositions. The methods of use can comprise methods of semi-permanently smoothing hair. The kits can comprise catalyst cream base compositions and activator compositions and instructions to use the same for semi-permanently smoothing hair.",半永久性头发柔顺组合物及其用途,本文提供催化剂膏基组合物和活化剂组合物、包含其的试剂盒以及其使用方法。所述催化剂膏基组合物可包含氢氧化钙和硅油阻滞剂，所述活化剂组合物可包含盐酸胍。所述组合物可用于制备柔顺组合物。所述使用方法可包含使头发半永久性柔顺的方法。所述试剂盒可包含所述催化剂膏基组合物和所述活化剂组合物，以及用于使头发半永久性柔顺的使用说明。,566,3349,3227,0,3915,0.00332386145,16.179,ok,
MX-2025009468-A,Low temperature curing composition for rubber based adhesives and sealants,"The invention relates to a rubber-based composition that can be thermally cured at reduced temperature while retaining performance over a broad cure temperature window comprising at least one solid rubber, at least one diene-based polymer or copolymer containing an olefinic double bond and/or an aromatically substituted olefin, suitable for undergoing curing with a curing system present as quinone dioxime, peroxides and optional multifunctional acrylates, preferably in the absence of elemental sulfur. The cured composition exhibits improved reversion resistance and adhesion strength on aluminum.",用于橡胶基胶粘剂和密封剂的低温固化组合物,本发明涉及一种橡胶基组合物，该组合物能够在较低温度下进行热固化，同时在较宽的固化温度范围内保持性能。该组合物包含至少一种固体橡胶、至少一种含有烯烃双键和/或芳基取代烯烃的二烯基聚合物或共聚物，其适合与固化体系共同进行固化，所述固化体系以醌二肟、过氧化物以及任选的多官能丙烯酸酯形式存在，优选在无元素硫的条件下。固化后的组合物表现出改善的抗返原性及对铝的粘接强度。,575,3042,2905,0,3617,0.0030289805,14.517,ok,
MX-2025010613-A,"Biodegradable, industrially compostable, and recyclable injection molded microcellular flexible foams","This document discloses a process for manufacturing recyclable injection molded microcellular foams for use in, footwear components, seating components, protective gear components, and watersport accessories. The process includes the steps of providing a thermoplastic polymer which comprises at least one monomer derived from depolymerized post-consumer plastic, inserting a fluid into a barrel of a molding apparatus. The fluid is introduced under temperature and pressure conditions to produce a super critical fluid. The process further includes mixing the thermoplastic polymer and super critical fluid so as to create a single phase solution, and injecting the single phase solution into a mold of an injection molding machine under gas counter pressure. The process further includes foaming the single phase solution by controlling the head and temperature conditions within the mold.",可生物降解、可工业堆肥且可回收的注塑微孔柔性泡沫,本公开披露了一种制造可回收注塑微孔泡沫的工艺，所述泡沫用于鞋类部件、座椅部件、防护装备部件及水上运动配件。所述工艺包括以下步骤：提供包含至少一种源自解聚消费后塑料的单体的热塑性聚合物；将流体注入成型装置的料筒中。在温度与压力条件下引入所述流体以产生超临界流体。所述工艺进一步包括：将所述热塑性聚合物与所述超临界流体混合以形成单相溶液，并在气体背压下将该单相溶液注入注塑机的模具中。所述工艺进一步包括通过控制模具内的头部与温度条件使所述单相溶液发泡。,628,3263,3105,0,3891,0.00325084435,15.002,ok,
WO-2025203849-A1,Ferritic stainless steel for ammonia combustion environment,"The purpose of the present invention is to provide a ferritic stainless steel for an NH3 combustion environment and having excellent high-temperature NH3 resistance in an NH3 combustion environment in which high-temperature NH3 is included. This ferritic stainless steel for an NH3 combustion environment has a component composition which contains, in mass%, 0.020% or less of C, 0.05-2.50% of Si, 0.05-2.00% of Mn, 0.050% or less of P, 0.010% or less of S, 0.20-6.00% of Al, 0.020% or less of N, and 12.0-25.0% of Cr, and in which the remaining portion includes Fe and unavoidable impurities.",氨燃烧环境用铁素体不锈钢,本发明的目的在于提供一种用于NH3燃烧环境的铁素体不锈钢，其在含有高温NH3的NH3燃烧环境中具有优异的耐高温NH3耐腐蚀性。该用于NH3燃烧环境的铁素体不锈钢的组成按质量百分比计包含：C为0.020%以下，Si为0.05-2.50%，Mn为0.05-2.00%，P为0.050%以下，S为0.010%以下，Al为0.20-6.00%，N为0.020%以下，Cr为12.0-25.0%，其余部分为Fe和不可避免的杂质。,644,3526,3357,0,4170,0.0035072843,16.149,ok,
WO-2025212071-A1,A solid dispersion of enzalutamide,"The present invention relates to a solid dispersion comprising enzalutamide or its pharmaceutically acceptable salts, hydroxypropyl methylcellulose phthalate (HPMCP), soluplus® (polyvinyl caprolactam-polyvinyl acetate-polyethylene glycol), surfactant, and optionally at least one pharmaceutically acceptable excipient. The present invention also relates to a pharmaceutical composition comprising the solid dispersion of enzalutamide and its use for treating prostate cancer. The present invention further relates to a process for preparation of the solid dispersion of enzalutamide and the pharmaceutical composition comprising the solid dispersion of enzalutamide.",一种恩杂鲁胺的固体分散体,本发明涉及一种包含恩杂鲁胺或其药学上可接受的盐、邻苯二甲酸羟丙甲纤维素（HPMCP）、soluplus®（聚N-乙烯基己内酰胺-醋酸乙烯酯-聚乙二醇）、表面活性剂以及任选地至少一种药学上可接受的药用辅料的固体分散体。本发明还涉及一种包含所述恩杂鲁胺固体分散体的药物组合物及其用于治疗前列腺癌的用途。本发明进一步涉及制备所述恩杂鲁胺固体分散体及包含所述恩杂鲁胺固体分散体的药物组合物的方法。,596,3884,4389,0,4480,0.005004,19.354,ok,
EP-4566167-A1,Shaped body and method for a photovoltaic module,"The invention relates to a shaped body (6, 7) for producing a photovoltaic module, in particular a thermal photovoltaic module (4), comprising: - an upper face (11) which is concavely or convexly curved in a height direction (Z) in order to bend a layer stack (12) comprising at least two layers (1, 2, 3) for the photovoltaic module (4). The invention also relates to a method for processing a layer stack (12) for a photovoltaic module.",用于光伏组件的成型体及方法,"本发明涉及一种用于制造光伏组件的成型体（6, 7），尤其是热光伏组件（4），所述成型体包括：- 在高度方向（Z）上呈凹形或凸形弯曲的上表面（11），以便使用于所述光伏组件（4）的、包含至少两层（1, 2, 3）的层叠体（12）弯曲。本发明还涉及一种用于光伏组件的层叠体（12）的加工方法。",578,4297,4422,0,4875,0.00551575,21.607,ok,
WO-2025207441-A1,"Process for producing fuel, base oils, and/or chemicals from renewable feedstocks",A renewable feedstock is pretreated and then hydrotreated to produce an effluent. The effluent is separated into a liquid stream and an offgas stream. At least one of the offgas streams comprises hydrogen sulphide. The offgas stream is passed to a biological desulfurization unit where a majority of the hydrogen sulphide is converted to bio-sulphur. At least a portion of the bio-sulphur is recycled to the pretreating step.,一种从可再生原料制备燃料、基础油和/或化学品的工艺,可再生原料经过预处理后，随后进行加氢处理以产生流出物。将该流出物分离为液体流和尾气流。至少一股尾气流含有硫化氢。将该尾气流送入生物脱硫单元，使其中大部分硫化氢转化为生物硫。至少部分生物硫被循环返回至预处理步骤。,563,2916,3383,0,3479,0.0047782,20.788,ok,
MX-2025008102-A,Plant microbes and uses thereof,"Provided herein are compositions and methods for use in challenging pathogenic bacteria on plants. Optional features include modification of a donor bacteria to include exogenous nucleic acids encoding for conjugation machinery and gene modification components, such as guide sequence for use in CRISPR. The compositions and methods provided herein can be used for delivery to a wide variety of crops and for targeting one or more pathogens.",植物微生物及其用途,本文提供了用于对抗植物病原菌的组合物和方法。可选实施例包括对供体细菌进行改造，使其包含编码接合机制和基因修饰组分的外源核酸，例如用于CRISPR的引导序列。本文所提供的组合物和方法可用于递送至多种作物，并靶向一种或多种病原体。,535,2488,2406,0,3023,0.002487784,12.032,ok,
WO-2025216961-A1,Recycling of glass-containing pvb wastes via high temperature treatment,"It has been discovered that high volumes of glass particles and valuable recycled content products may be directly derived from waste PVB-containing compositions, such as interlayers. More particularly, one or more valuable recycled content products and glass particles can be consistently recovered from the high temperature treatment of waste PVB-containing compositions. Consequently, one can optimize recovery and utilization of recycled content products from waste PVB-containing compositions.",通过高温处理回收含玻璃的PVB废弃物,经研究发现，大量玻璃颗粒及有价值的再生材料产品可直接从含PVB的废弃物组合物（如中间层）中获得。更具体而言，通过对含PVB的废弃物组合物进行高温处理，能够稳定回收一种或多种有价值的再生材料产品及玻璃颗粒。因此，可优化从含PVB的废弃物组合物中回收与利用再生材料产品的工艺。,543,2624,2522,0,3167,0.0026203476,12.097,ok,
WO-2025206141-A1,"Conductive particles, conductive material, and connection structure","Provided are conductive particles capable of exhibiting low dielectric properties. These conductive particles comprise base material particles, and a conductive layer disposed on the surface of the base material particles. The base material particles are a polymer of polymerizable components. The polymerizable components include a polymerizable compound having one or more maleimide groups. Of the 100 wt% of the polymerizable components, the content of the polymerizable compound having one or more maleimide groups is 10 wt% or more and 80 wt% or less. The dielectric constant of the base material particles is 2.80 F/m or less, and the dielectric loss tangent of the base material particles is 0.01 or less.",导电粒子、导电材料及连接结构,提供了一种能够表现出低介电性能的导电粒子。所述导电粒子包括基材粒子，以及设置在所述基材粒子表面的导电层。所述基材粒子为由可聚合组分聚合而成的聚合物。所述可聚合组分包含一种含有一个或多个马来酰亚胺基团的可聚合化合物。以所述可聚合组分的总含量100 wt%计，含有一个或多个马来酰亚胺基团的可聚合化合物的含量为10 wt%以上且80 wt%以下。所述基材粒子的介电常数为2.80 F/m以下，所述基材粒子的介电损耗角正切为0.01以下。,617,2671,2512,0,3288,0.00267764315,12.628,ok,
