mode,strategy,strategy_name,corpus_id,publication_number,question_language,context_language,question,answer,question_type,framing,faith_grounding,faith_precision,faith_numerical_fidelity,faith_overall,qual_search_bar_realism,qual_specificity,qual_phrasing_economy,qual_focus,qual_linguistic_quality,qual_overall,qual_search_realism,qual_lexical_distance,qual_conceptual_framing,qual_retrievability,qual_linguistic_quality,qual_overall,qual_failure_type,total_score
technical,1,random_any,EP-4630600-A1_de,EP-4630600-A1,en,"de,fr",How does the width (B1) of the gas outlet opening compare to the width (B2) of the substrate?,the width (B1) ... is smaller than the width (B2) of the substrate (9),parameter_or_condition,,5,5,5,15,5,5,4,5,5,24,,,,,5,24,none,39
technical,1,random_any,EP-4633632-A1_en,EP-4633632-A1,es,"en,fr",¿Qué compuesto se menciona en el título?,orforglipron,material,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,1,random_any,EP-4634136-A1_en,EP-4634136-A1,es,"en,fr",¿Dónde está posicionada la capa de imprimación?,between the substrate and the constructional layer,structure,,5,5,5,15,5,5,4,5,5,24,,,,,5,24,none,39
technical,2,random_missing,EP-4634157-A1_en,EP-4634157-A1,de,"en,fr",Woraus besteht jedes R1?,each R1 is independently alkylene optionally interrupted by one or more –O- groups,structure,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,2,random_missing,EP-4630574-A1_de,EP-4630574-A1,en,"de,fr",What reagent is in the second reagent set?,Hippuricase,material,,5,5,5,15,4,4,4,5,5,22,,,,,5,22,none,37
technical,2,random_missing,EP-4634111-A1_en,EP-4634111-A1,de,"en,fr",Welcher Strom wird anstelle des kohlenwasserstoffhaltigen Abgasstroms verbrannt?,der decarbonisierte Kraftstoffstrom,outcome,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,2,random_missing,EP-4634596-A1_en,EP-4634596-A1,es,"en,fr",¿Cuál es el intervalo de temperatura de funcionamiento del catalizador de baja temperatura?,between 150°C and 160°C,parameter_or_condition,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,2,random_missing,EP-4634139-A1_en,EP-4634139-A1,es,"en,fr",¿Con qué materiales están encapsulados los compuestos?,encapsulated with an inert solid material and a fat,material,,5,5,5,15,5,5,4,5,5,24,,,,,5,24,none,39
technical,2,random_missing,WO-2025153617-A3_de,WO-2025153617-A3,en,"de,fr",Which plate is adjacent to the gas inlet organ?,Gasaustrittplatte (5),material,,5,5,5,15,5,5,4,5,5,24,,,,,5,24,none,39
technical,2,random_missing,EP-4634251-A1_en,EP-4634251-A1,es,"en,de,fr",¿Qué es el primer medio de unión (40)?,and the first connecting means (40) is a two-component (meth)acrylate adhesive,material,,5,4,5,14,5,5,4,5,5,24,,,,,5,24,none,38
technical,2,random_missing,EP-4634426-A1_en,EP-4634426-A1,es,"en,de,fr",¿Qué porcentaje de Mn tiene el acero?,0.1-3 wt.% of Mn,structure,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,2,random_missing,EP-4634729-A1_en,EP-4634729-A1,de,"en,fr",Welche Einheit liefert gemessene individuelle Reaktantmengen für jeden Reaktor?,eine Einheit zur Bereitstellung von Messungen (101) die gemessene individuelle Reaktantmengen für jeden Reaktor bereitstellt,material,,5,5,5,15,5,5,4,5,5,24,,,,,5,24,none,39
technical,2,random_missing,EP-4626569-A1_de,EP-4626569-A1,en,"de,fr",What process is used to produce the alkali metal methoxides?,Reaktivdestillation in mindestens einer Reaktionskolonne,method,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,2,random_missing,EP-4634394-A2_en,EP-4634394-A2,es,"en,fr",¿Qué tipo de proteína del vector recombinante se ha modificado?,an engineered capsid or envelope protein,material,,5,5,5,15,5,5,4,5,5,24,,,,,5,24,none,39
technical,2,random_missing,EP-4634424-A1_en,EP-4634424-A1,es,"en,fr",rango de Zn en % en peso,Zn 6.7 – 7.4,material,,5,5,5,15,4,5,5,5,5,24,,,,,5,24,none,39
technical,2,random_missing,EP-4633602-A1_en,EP-4633602-A1,de,"en,fr",Welches atomare Verhältnis ((i):(ii)) von Zinkoxid zu den anderen Oxiden wird angegeben?,is at least about 1:10 and up to and including about 10:1,material,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,3,random_existing,EP-4634337-A1_en,EP-4634337-A1,en,"en,fr",Does the test unit include a separator?,separator,structure,,5,5,5,15,3,5,5,5,5,23,,,,,5,23,none,38
technical,3,random_existing,EP-4634128-A1_en,EP-4634128-A1,en,"en,fr",What percentage by weight of vermiculite raw material does the formulation comprise?,30-70% by weight of vermiculite raw material,material,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,3,random_existing,EP-4633896-A1_en,EP-4633896-A1,en,"en,fr",What concentration of formic acid is in the swelling fluid?,at least 1 mol/L of formic acid.,parameter_or_condition,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,3,random_existing,WO-2025215091-A1_fr,WO-2025215091-A1,fr,"de,fr",De combien d'impulsions laser successives la séquence d'impulsions est-elle composée ?,composée d'au moins deux impulsions laser successives émises par la source de rayonnement laser,parameter_or_condition,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,3,random_existing,EP-4633599-A1_fr,EP-4633599-A1,fr,"en,fr",Quel est le pourcentage minimal de niacinamide dans la composition ?,au moins 1% en poids de niacinamide.,parameter_or_condition,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,3,random_existing,EP-4633656-A1_fr,EP-4633656-A1,fr,"en,fr",À quoi les agents peuvent-ils se lier ?,à la bêta-caténine,material,,5,5,5,15,4,5,5,5,5,24,,,,,5,24,none,39
technical,3,random_existing,WO-2025208167-A1_de,WO-2025208167-A1,de,"de,fr",Welches Element hat einen vorzugsweise weichmagnetischen Kern?,ein induktives Element (12) mit einem insbesondere geschlossenen und vorzugsweise weichmagnetischen Kern (13),material,,5,4,5,14,5,5,4,5,5,24,,,,,5,24,document-phrasing,38
technical,3,random_existing,EP-4634396-A1_fr,EP-4634396-A1,fr,"en,fr",Quel catalyseur est mis en contact avec le glucose pour former la glucodialdose ?,un catalyseur d'oxydation enzymatique,material,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,3,random_existing,EP-4633893-A1_fr,EP-4633893-A1,fr,"en,fr",Que comprennent les pièces en matériau composite ?,des fibres de renfort noyées dans un matériau matriciel.,material,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,3,random_existing,EP-4633462-A1_en,EP-4633462-A1,en,"en,fr",Where is the analyte sensing region configured to be held?,in the dermis of the skin of the subject,structure,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,3,random_existing,EP-4633386-A1_en,EP-4633386-A1,en,"en,fr",Where is the halogenated solvent evaporated?,in an expansion chamber containing the substance to be enriched,method,,5,5,5,15,5,5,4,5,5,24,,,,,5,24,none,39
technical,3,random_existing,EP-4633970-A1_fr,EP-4633970-A1,fr,"en,fr",Quelle proportion de la largeur de la bande de roulement est couverte par les deux couches de sommet de travail ?,au moins 40 % de la largeur L5 de la bande de roulement (5),parameter_or_condition,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,en,"en,fr",What structure is used for fluid filtration or purification?,A metal foam vape structure,material,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,de,"en,fr",In welchen Geräten kann die Metallschaumstruktur verwendet werden?,elektronischen Zigaretten oder E-Zigaretten und verwandten Geräten,method,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,4,all,EP-4633415-A1_fr,EP-4633415-A1,fr,"en,fr",Dans quels dispositifs cette structure à mousse métallique peut-elle être utilisée ?,des cigarettes électroniques ou e-cigarettes et des dispositifs associés,structure,,5,5,5,15,5,5,4,5,5,24,,,,,5,24,none,39
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,es,"en,fr",¿Cuál es el título en inglés?,Metal-foam vape filter,structure,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,en,"en,fr",What is the percentage range of HAGBs in the steel?,between 68% and 82% HAGBs,structure,,5,5,5,15,4,5,5,5,5,24,,,,,5,24,none,39
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,de,"en,fr",Welche Größe haben die sphärischen Präzipitate?,zwischen 1 nm und 150 nm,structure,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,4,all,EP-4633950-A1_fr,EP-4633950-A1,fr,"en,fr",pH du milieu acide en contact avec l'acier,un pH inférieur à 5,parameter_or_condition,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,es,"en,fr",tamaño de los precipitados esféricos,between 1 nm and 150 nm,structure,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,4,all,EP-4634629-A1_en,EP-4634629-A1,en,"en,de,fr",What is provided for an electrically conductive contact pin?,"at least one titanium core (9.1) for an electrically conductive contact pin,",material,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4634629-A1_de,EP-4634629-A1,de,"en,de,fr",Welches Material wird als Kern für den elektrisch leitfähigen Kontaktstift bereitgestellt?,mindestens eines Titankerns (9.1),material,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4634629-A1_fr,EP-4634629-A1,fr,"en,de,fr",Matériau du noyau de la broche de contact ?,la fourniture d'au moins un noyau en titane (9.1) pour une broche de contact électriquement conductrice ;,material,,5,5,5,15,5,5,4,5,5,24,,,,,5,24,none,39
technical,4,all,EP-4634629-A1_en,EP-4634629-A1,es,"en,de,fr",¿Qué núcleo se proporciona para el pasador de contacto eléctricamente conductor?,providing at least one titanium core (9.1) for an electrically conductive contact pin;,material,,5,4,5,14,5,5,4,5,5,24,,,,,5,24,none,38
semantic,1,random_any,EP-4633582-A1_en,EP-4633582-A1,es,"en,fr",Qué combinación de ingredientes y restricciones de composición se propone para obtener esa sensación fresca en una emulsión con predominio de fase acuosa?,"a cosmetic emulsion composition having at least one aqueous phase and at least one oily phase, comprising: (a) at least one spherical hydrophobic silica aerogel; (b) at least one thickening aid selected from polyoxyalkylenated silicone and alkyl or alkylene carbonate; (c) at least one film-forming polymer; (d) at least one polyol in an amount of 6% by weight or more relative to the total weight of the composition; and (e) at least one anionic polymer, wherein the aqueous phase is present in an amount of 40% by weight or more relative to the total weight of the composition.",,solution,5,5,5,15,,,,,5,21,4,2,5,5,5,21,keyword-lifted,36
semantic,1,random_any,EP-4634165-A1_en,EP-4634165-A1,es,"en,fr",¿Cómo trata el procedimiento el agua que se genera durante la deshidratación de hexosas para facilitar la obtención de 5-HMF en un medio no acuoso?,"y extracción concomitante del agua del medio de reacción, para obtener un efluente de síntesis que comprende 5-HMF y solvente de síntesis.",,problem,5,5,5,15,,,,,5,21,4,2,5,5,5,21,keyword-lifted,36
semantic,1,random_any,EP-4633677-A1_en,EP-4633677-A1,de,"en,fr","Welchen Mechanismus nutzen die beschriebenen Präparate, um die Vermehrung oder Ausbreitung des Virus in Wirtszellen zu verhindern?","Further provided is a pharmaceutical composition comprising a blocker of Influenza A M2 protein channel for preventing Influenza A cell entry, uncoating and/or release from a cell.",,solution,5,4,5,14,,,,,5,24,5,4,5,5,5,24,none,38
semantic,1,random_any,EP-4634246-A1_en,EP-4634246-A1,en,"en,fr",Which two classes of monomers are combined to make a radiation‑curable coating that includes a substituted 5‑hydroxy‑2(5H)‑furanone unit?,"a) at least one butenolide monomer A, which butenolide monomer is a substituted-5- hydroxy-2(5H)-furanone of general formula (I) wherein: n is 0 or an integer of from 1 to 5; m is 0 or 1; R 1 is alkyl or aryl; X is any one of -C(O)-, -C(O)O-, -C(O)NR 2 -, -S(O)-, -S(O2)-, -C(O)S-, -C(S)S- and - C(S)NR 2 -; wherein R 2 is hydrogen, alkyl or aryl; and b) at least one N-vinyl monomer B, which N-vinyl monomer is a compound of general formula (II)",,application,5,5,5,15,,,,,5,21,4,3,5,4,5,21,keyword-lifted,36
semantic,1,random_any,EP-4634120-A1_en,EP-4634120-A1,de,"en,fr",Für welchen Batterietyp ist das beschriebene Kathodenmaterial bestimmt und welche elektrochemische Wirkung wird dadurch erzielt?,Das vorliegende Material betrifft ein positives Elektrodenaktiva für Festkörperbatterien und verbessert die elektrochemische Stabilität der Batterie.,,application,5,5,5,15,,,,,5,23,5,4,5,4,5,23,none,38
semantic,1,random_any,EP-4633638-A1_en,EP-4633638-A1,en,"en,fr",What pharmacological approach is suggested for managing psychological contributors that complicate other health disorders?,"The present disclosure provides methods for treating psychological factors affecting other medical conditions (PFAOMC) in a subject by administering a reversible monoamine oxidase inhibitor (RIMA), for example moclobemide, optionally in combination with a second pharmaceutical agent, which may for example be an antihyperglycemic agent, an anti-hypertensive agent, an anti-inflammatory agent, an antioxidant, an anxiolytic agent, or an antidepressant, as well as certain other disclosed pharmaceutical agents.",,problem,5,5,5,15,,,,,5,24,4,5,5,5,5,24,none,39
semantic,1,random_any,EP-4633389-A1_en,EP-4633389-A1,en,"en,fr",How can low levels of slowly digestible and resistant starch in gluten-free starch ingredients be addressed?,A process for increasing the amount of resistant starch and slowly digestible starch in a gluten free starch product is provided.,,problem,5,5,5,15,,,,,5,22,4,4,5,4,5,22,none,37
semantic,1,random_any,WO-2025209629-A1_de,WO-2025209629-A1,es,"de,fr",¿Qué limitación práctica pretende resolver este procedimiento al crear centros NV en diamante?,El procedimiento tiene la ventaja de que de este modo se pueden generar centros NV deterministas en posiciones predeterminadas (230) en la superficie (260) de un diamante (220).,,problem,5,5,5,15,,,,,5,23,4,5,5,4,5,23,none,38
semantic,1,random_any,EP-4634132-A2_en,EP-4634132-A2,en,"en,fr",What microstructure control is required to avoid significant scattering at the design wavelength in these ceramics?,The first material and second material have grins with a diameter of less than 1/20 th the intended wavelength.,,problem,5,5,5,15,,,,,5,22,4,4,5,4,5,22,none,37
semantic,1,random_any,EP-4634914-A1_en,EP-4634914-A1,es,"en,fr",¿Qué problema de composición intenta resolver el lubricante propuesto para recubrimientos de soportes magnéticos?,Fluorinated media lubricants with reduced hydrocarbon fraction for data storage devices,,problem,5,5,5,15,,,,,5,22,4,4,5,4,5,22,none,37
semantic,1,random_any,EP-4634285-A1_en,EP-4634285-A1,de,"en,fr",Welche Problematik bei der Verwendung von single-analyte arrays im Zusammenhang mit Lichteinflüssen wird hier adressiert?,Es werden Verfahren zur Bereitstellung von photodamage inhibitors an single-analyte arrays beschrieben.,,problem,4,4,5,13,,,,,5,22,4,4,5,4,5,22,none,35
semantic,1,random_any,EP-4634122-A1_fr,EP-4634122-A1,fr,"en,fr",Quelle nécessité technique cette conception cherche-t-elle à satisfaire pour la production d'eau alcaline à usage potable et thérapeutique ?,La présente invention concerne la conception d'ionisateurs peu coûteux fonctionnant en mode discontinu et continu pour la production d'eau alcaline destinée à la consommation et à des fins médicales.,,problem,5,5,5,15,,,,,5,22,4,4,5,4,5,22,none,37
semantic,1,random_any,EP-4634365-A1_fr,EP-4634365-A1,fr,"en,fr",Quelle séquence d'étapes est proposée pour générer des cellules souches embryonnaires porcines à partir d'un ovocyte maturé ?,"comportant les étapes consistant à (a) activer chimiquement un ovocyte porcin maturé, (b) cultiver l'ovocyte activé chimiquement jusqu'à ce que des blastocystes soient formés, (c) éliminer le trophoblaste du blastocyste pour isoler la masse cellulaire interne (ICM), et (d) transférer l'ICM à une plaque de culture pour la fixation et l'excroissance cellulaire.",,solution,5,4,5,14,,,,,5,21,5,2,5,4,5,21,keyword-lifted,35
semantic,2,random_missing,WO-2025214709-A1_de,WO-2025214709-A1,es,"de,fr",¿Qué problema relacionado con el origen de los materiales intenta resolver esta cinta adhesiva?,La capa de soporte (2) comprende un material plástico reciclado procedente del reprocesamiento de residuos industriales y/o de consumo.,,problem,5,5,5,15,,,,,5,22,4,4,5,4,5,22,none,37
semantic,2,random_missing,EP-4633426-A2_en,EP-4633426-A2,es,"en,de,fr",¿Qué solución de montaje y acoplamiento proponen para integrar el motor con el cajón y la unidad de accionamiento?,"el motor eléctrico (4) está dispuesto en el contenedor (1) y/o en un dispositivo de guía (9) para el contenedor (1) de tal manera que el motor eléctrico (4) está acoplado en movimiento con el contenedor (1), y la al menos una unidad de accionamiento (2) comprende un dispositivo de conexión (14) para el motor eléctrico (4), mediante el cual el motor eléctrico (4) puede o está acoplado de forma liberable a la al menos una unidad de accionamiento (2)",,solution,5,5,5,15,,,,,5,23,5,3,5,5,5,23,none,38
semantic,2,random_missing,EP-4630604-A1_de,EP-4630604-A1,es,"de,fr",¿Cómo está diseñado el colector de corriente para permitir contacto eléctrico con la capa catalítica sin cubrir toda la cara con polímero?,"La sección de capa polimérica está recubierta con una capa polimérica, mientras que la región de aplicación de potencial eléctrico no presenta capa polimérica. Además, la segunda cara presenta una sección de contacto eléctrico. Dicha sección de contacto eléctrico está orientada hacia la capa de catalizador, de modo que se permite una puesta en contacto eléctrica con ésta.",,solution,4,4,5,13,,,,,5,23,5,3,5,5,5,23,none,36
semantic,2,random_missing,EP-4634118-A1_en,EP-4634118-A1,es,"en,fr",¿En qué componentes electroquímicos se proponen emplear las partículas secundarias de este óxido de niobio?,"La invención se refiere a óxidos metálicos de niobio, partículas secundarias de óxido metálico de niobio y un procedimiento para su preparación, así como electrodos de trabajo y células electroquímicas que comprenden las partículas secundarias de óxido metálico de niobio.",,application,5,4,5,14,,,,,5,22,5,3,5,4,5,22,none,36
semantic,2,random_missing,EP-4634404-A1_en,EP-4634404-A1,de,"en,fr","Wie lässt sich die Leistungsfähigkeit eines Analyse-Workflows prüfen, ohne echte Zellen oder Gewebe als Kontrollprobe zu verwenden?","Es wird ein Verfahren beschrieben, bei dem rolling circle amplification products (RCPs) auf einer cell-free and tissue-free quality control (QC) slide aufgebracht werden, um die Leistung eines Instrumenten-Workflows zu bewerten; ein Instrument wird verwendet, um die mit den RCPs auf der QC slide verbundenen Signale zu dekodieren.",,problem,5,5,5,15,,,,,5,23,4,5,5,4,5,23,none,38
semantic,2,random_missing,EP-4633465-A1_en,EP-4633465-A1,de,"en,fr",Wie lässt sich die Gesamtexposition eines Probanden gegenüber einem Arzneistoff über die Zeit (z. B. AUC) mit einem rechnergestützten Verfahren bestimmen?,"Beschrieben wird ein computergestütztes Verfahren zur Bestimmung der Exposition eines Subjekts gegenüber einem Medikament, beispielsweise durch Bestimmung der Fläche unter der Kurve.",,problem,5,5,5,15,,,,,5,22,4,4,5,4,5,22,none,37
semantic,2,random_missing,EP-4633680-A1_en,EP-4633680-A1,es,"en,fr",¿Qué limitación en terapias peptídicas buscan resolver estos compuestos respecto a la entrada en la célula y la actividad terapéutica?,Conjugués peptidiques de thyclotide ayant une perméabilité cellulaire et activité inhibitrice,,problem,5,5,5,15,,,,,5,22,4,4,5,4,5,22,none,37
semantic,2,random_missing,WO-2025201606-A1_de,WO-2025201606-A1,es,"de,fr",¿Qué método propone el documento para dotar de actividad antimicrobiana a una superficie polimérica sin añadir otras sustancias?,"die bereitgestellte Oberfläche ausschließlich mit energiereichen Elektronen unter Anwesenheit einer sauerstoffhaltigen Atmosphäre, vorzugsweise Luft, und unter Abwesenheit weiterer Substanzen behandelt wird,",,solution,5,4,5,14,,,,,5,24,5,4,5,5,5,24,none,38
semantic,2,random_missing,EP-4634435-A1_en,EP-4634435-A1,de,"en,fr",Für welche elektrochemische Anwendung wird das neue nanostrukturierte Verbundmaterial konkret genannt?,für Anwendungen wie die elektrochemische Reduktion von Kohlendioxid,,application,5,5,5,15,,,,,5,23,5,3,5,5,5,23,keyword-lifted,38
semantic,2,random_missing,EP-4634143-A1_en,EP-4634143-A1,de,"en,fr","Welcher Verfahrensaufbau wird vorgeschlagen, um die Konzentration einer Essigsäurelösung durch Feststoffbildung zu realisieren?","An exemplary system includes a hydrate reactor to form solid hydrates in the acetic acid solution, a filtration system to remove the solid hydrates formed in the hydrate reactor, and a drying system to separate ethane from water.",,solution,5,5,5,15,,,,,5,24,5,4,5,5,5,24,none,39
semantic,2,random_missing,EP-4634411-A1_en,EP-4634411-A1,de,"en,fr","Welche prozessseitige Maßnahme in der Kühlzone wird vorgeschlagen, um diese Anforderungen an Produkt und Temperatur zu erreichen?",Ein carbon-containing cooling gas 30 wird in die cooling zone 3 des shaft furnace 1 mit einem Durchsatz höher als 800Nm3/ton Direct Reduced Iron eingeführt.,,solution,5,4,5,14,,,,,5,24,5,4,5,5,5,24,none,38
semantic,2,random_missing,EP-4634287-A1_en,EP-4634287-A1,es,"en,de,fr",¿Qué restricciones estructurales y rangos se imponen a los sustituyentes y a las unidades puente en los compuestos organosilícicos utilizados?,"wherein the R groups R 1 , R 2 , R 3 , R 4 , R 5 and R 6 are independently linear or branched organic groups with 1 to 20 non-hydrogen atoms, wherein the organic group of at least one of the R groups R 1 , R 2 and R3 as well as one of the R groups R 4 , R 5 and R 6 is bonded to the Si atom via an oxygen atom, wherein n is a whole number in the region of 2 and 10, wherein X a is a linear or branched organic compound unit with 4 to 40 non-hydrogen atoms, wherein the number of non-hydrogen atoms in the compound chain between the Si atom and the S atom is 4 or more, wherein X b1 and X b2 are independently linear or branched organic compound units with 4 to 20 non-hydrogen atoms, wherein the number of non-hydrogen atoms in the compound chain between the Si atom and the S atom is respectively 4 or more, and wherein Y a is a linear or branched organic group with 1 to 20 non-hydrogen atoms.",,application,5,5,4,14,,,,,5,22,5,2,5,5,5,22,keyword-lifted,36
semantic,2,random_missing,EP-4633627-A1_en,EP-4633627-A1,de,"en,fr",Welche Hautprobleme lassen sich mit einer kosmetischen Formulierung auf Basis von indole-3-pyruvic acid verhindern oder lindern?,"zur Verhütung einer Reduktion der Hautbarrierefunktion und/oder zur Verstärkung der Hautbarrierefunktion, insbesondere bei trockener Haut; zur Vorbeugung und/oder Behandlung von Hautstörungen in empfindlicher Haut; sowie zur Vorbeugung und/oder Behandlung von Pruritus und/oder Entzündungen der Haut.",,problem,5,5,5,15,,,,,5,20,4,2,5,4,5,20,keyword-lifted,35
semantic,3,random_existing,EP-4634204-A1_fr,EP-4634204-A1,fr,"en,fr",Quelle propriété des peptides décrits diminue la probabilité que les nuisibles développent une résistance ?,Les peptides de la présente invention présentent un faible risque de développement d'une résistance chez les nuisibles,,solution,5,5,5,15,,,,,5,19,4,2,4,4,5,19,keyword-lifted,34
semantic,3,random_existing,EP-4633670-A1_fr,EP-4633670-A1,fr,"en,fr",Quelle stratégie moléculaire permet de diriger sélectivement une protéine membranaire vers la surface d'une VLP ?,sur la base d'une interaction entre une protéine d'échafaudage virale fusionnée à un domaine PDZ et un polypeptide synthétique dans la queue C-terminale cytoplasmique de la protéine membranaire cible.,,solution,5,5,5,15,,,,,5,24,5,4,5,5,5,24,none,39
semantic,3,random_existing,WO-2025202163-A1_fr,WO-2025202163-A1,fr,"de,fr",Quelle séquence de traitements est proposée pour convertir ces matériaux en aniline ?,"un procédé comprenant les étapes de (A) chimiolyse du produit de polyuréthane ou du flux de déchets, (B) traitement facultatif du produit de chimiolyse et (C) pyrolyse du produit de chimiolyse éventuellement traité.",,solution,5,4,5,14,,,,,5,24,5,4,5,5,5,24,none,38
semantic,3,random_existing,WO-2025214852-A1_fr,WO-2025214852-A1,fr,"de,fr",Comment la couche réfléchissante est-elle positionnée pour former une zone d'affichage visible même avec un arrière-plan opaque ?,"La couche réfléchissante (9) est disposée sur la surface côté intérieur (IV) de la vitre intérieure (3), ladite couche réfléchissante (9) étant positionnée dans au moins une région d'affichage de vitre composite (1) dans laquelle, dans une direction de visualisation à travers la vitre composite (1) à partir de la surface côté intérieur (IV) de la vitre intérieure (3), la couche réfléchissante (9) est formée spatialement devant un arrière-plan opaque.",,problem,5,5,5,15,,,,,5,21,4,3,5,4,5,21,none,36
semantic,3,random_existing,WO-2025214996-A1_fr,WO-2025214996-A1,fr,"de,fr",Comment la mise en mouvement de la pièce et les paramètres du faisceau sont-ils réglés pour éviter que les zones retirées par des impulsions successives se chevauchent ?,"Lors de l'usinage, le composant (1) est mis en rotation autour d'un axe de rotation à une certaine vitesse de rotation, la distance entre le faisceau laser (4) et l'axe de rotation étant au moins temporairement modifiée. La vitesse de rotation, le diamètre du faisceau laser (4) sur le composant (1) ainsi que l'intervalle d'impulsion temporel entre les impulsions du faisceau laser (4) sont sélectionnés de sorte que les zones du composant (1) enlevées par des impulsions respectivement successives du faisceau laser (4) ne se chevauchent pas.",,application,5,5,5,15,,,,,5,23,5,3,5,5,5,23,none,38
