mode,strategy,strategy_name,corpus_id,publication_number,question_language,context_language,question,answer,question_type,framing,faith_grounding,faith_precision,faith_numerical_fidelity,faith_overall,qual_search_bar_realism,qual_specificity,qual_phrasing_economy,qual_focus,qual_linguistic_quality,qual_overall,qual_search_realism,qual_lexical_distance,qual_conceptual_framing,qual_retrievability,qual_linguistic_quality,qual_overall,qual_failure_type,total_score
technical,2,random_missing,EP-4634139-A1_en,EP-4634139-A1,es,"en,fr",¿Qué compuestos orgánicos se utilizan como biostimulantes?,"at least one organic compound chosen from among beta-pinene, delta-3-carene or beta-phellandrene, or one of the mixtures thereof",material,,5,4,5,14,3,4,4,4,4,19,,,,,4,19,none,33
technical,2,random_missing,WO-2025153617-A3_de,WO-2025153617-A3,en,"de,fr",Into which bores is the body sealingly inserted when mounted?,"in vertikal übereinander angeordneten Bohrungen (47, 47', 47'')",parameter_or_condition,,5,4,5,14,2,3,3,3,4,15,,,,,4,15,weak-query-shape,29
technical,2,random_missing,EP-4634251-A1_en,EP-4634251-A1,es,"en,de,fr",¿Qué contiene el adhesivo bicomponente en relación con monómeros?,characterized in that the two-component adhesive contains at least two selected (meth)acrylate monomers in specific proportions and specific mass ratios to each other.,material,,4,4,5,13,3,3,3,3,4,16,,,,,4,16,none,29
technical,2,random_missing,EP-4634426-A1_en,EP-4634426-A1,es,"en,de,fr",¿Cuál es el valor del gradiente de dureza perpendicular a la superficie del sustrato?,less than 1.7 GPa/µm,parameter_or_condition,,5,4,5,14,3,4,3,4,4,18,,,,,4,18,none,32
technical,2,random_missing,EP-4634729-A1_en,EP-4634729-A1,de,"en,fr",Welche Einheit stellt für jeden Reaktor künstliche Intelligenzen bereit?,"eine Einheit zur Bereitstellung von künstlicher Intelligenz (102) die künstliche Intelligenzen (21, 22,..., 2K) für jeden Reaktor bereitstellt",material,,5,4,5,14,3,3,3,4,4,17,,,,,4,17,weak-query-shape,31
technical,2,random_missing,EP-4626569-A1_de,EP-4626569-A1,en,"de,fr",In how many stages are the vapors from the top of the rectification column compressed?,in mindestens zwei Stufen,parameter_or_condition,,5,5,5,15,3,4,4,5,4,20,,,,,4,20,none,35
technical,2,random_missing,EP-4634394-A2_en,EP-4634394-A2,es,"en,fr",¿Qué motivo peptídico exógeno comprende el vector recombinante?,Xn – RGD-n-mer – Xm.,structure,,5,5,5,15,3,4,3,4,4,18,,,,,4,18,none,33
technical,2,random_missing,EP-4634424-A1_en,EP-4634424-A1,es,"en,fr",rango de Zn en % en peso,Zn 6.7 – 7.4,material,,5,5,4,14,2,2,4,4,3,15,,,,,3,15,weak-query-shape,29
technical,2,random_missing,EP-4633602-A1_en,EP-4633602-A1,de,"en,fr",Welches atomare Verhältnis ((i):(ii)) von Zinkoxid zu den anderen Oxiden wird angegeben?,is at least about 1:10 and up to and including about 10:1,material,,4,3,5,12,3,4,4,5,4,20,,,,,4,20,none,32
technical,3,random_existing,EP-4634337-A1_en,EP-4634337-A1,en,"en,fr",What is used to transport the catalyst?,screw conveyors,material,,5,5,5,15,4,4,5,5,4,22,,,,,4,22,none,37
technical,3,random_existing,EP-4634128-A1_en,EP-4634128-A1,en,"en,fr",What gas is introduced to the plate-shaped mixture for curing?,carbon dioxide gas,method,,5,5,5,15,4,4,5,5,5,23,,,,,5,23,none,38
technical,3,random_existing,EP-4633896-A1_en,EP-4633896-A1,en,"en,fr",What concentration of formic acid is in the swelling fluid?,at least 1 mol/L of formic acid.,parameter_or_condition,,5,5,5,15,4,4,5,5,4,22,,,,,4,22,none,37
technical,3,random_existing,WO-2025215091-A1_fr,WO-2025215091-A1,fr,"de,fr",De combien d'impulsions laser successives la séquence d'impulsions est-elle composée ?,composée d'au moins deux impulsions laser successives émises par la source de rayonnement laser,parameter_or_condition,,5,4,5,14,3,4,2,4,4,17,,,,,4,17,poor-writing,31
technical,3,random_existing,EP-4633599-A1_fr,EP-4633599-A1,fr,"en,fr",Quel est le pourcentage minimal de niacinamide dans la composition ?,au moins 1% en poids de niacinamide.,parameter_or_condition,,5,4,5,14,4,4,5,5,5,23,,,,,5,23,none,37
technical,3,random_existing,EP-4633656-A1_fr,EP-4633656-A1,fr,"en,fr",Que modulent les technologies présentées ?,des fonctions de bêta-caténine,method,,5,5,5,15,2,2,3,4,4,15,,,,,4,15,broad-summary,30
technical,3,random_existing,WO-2025208167-A1_de,WO-2025208167-A1,de,"de,fr",Welches Element hat einen vorzugsweise weichmagnetischen Kern?,ein induktives Element (12) mit einem insbesondere geschlossenen und vorzugsweise weichmagnetischen Kern (13),material,,5,4,5,14,3,3,4,4,4,18,,,,,4,18,weak-query-shape,32
technical,3,random_existing,EP-4634396-A1_fr,EP-4634396-A1,fr,"en,fr",Quelle atmosphère est présente lors de l'hydrogénation de la glucodioxime pour former la glucodiamine ?,en présence d'hydrogène,parameter_or_condition,,5,5,5,15,4,4,4,5,5,22,,,,,5,22,none,37
technical,3,random_existing,EP-4633893-A1_fr,EP-4633893-A1,fr,"en,fr",Que comprennent les pièces en matériau composite ?,des fibres de renfort noyées dans un matériau matriciel.,material,,5,4,5,14,2,2,3,3,4,14,,,,,4,14,broad-summary,28
technical,3,random_existing,EP-4633462-A1_en,EP-4633462-A1,en,"en,fr",Where is the analyte sensing region configured to be held?,in the dermis of the skin of the subject,structure,,5,5,5,15,3,3,4,4,4,18,,,,,4,18,weak-query-shape,33
technical,3,random_existing,EP-4633386-A1_en,EP-4633386-A1,en,"en,fr",What types of halogenated solvents are specified?,hydrofluorocarbons and hydrofluoroolefins,material,,5,5,5,15,4,4,4,5,5,22,,,,,5,22,none,37
technical,3,random_existing,EP-4633970-A1_fr,EP-4633970-A1,fr,"en,fr",Quelle proportion de la largeur de la bande de roulement est couverte par les deux couches de sommet de travail ?,au moins 40 % de la largeur L5 de la bande de roulement (5),parameter_or_condition,,5,5,5,15,3,3,3,4,4,17,,,,,4,17,none,32
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,en,"en,fr",What does the inhaled and exhaled vapor contain?,nicotine and flavoring,structure,,5,5,5,15,3,3,3,4,4,17,,,,,4,17,none,32
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,de,"en,fr",In welchen Geräten kann die Metallschaumstruktur verwendet werden?,elektronischen Zigaretten oder E-Zigaretten und verwandten Geräten,method,,4,4,5,13,3,2,3,4,4,16,,,,,4,16,broad-summary,29
technical,4,all,EP-4633415-A1_fr,EP-4633415-A1,fr,"en,fr",Quel type de filtration de fluide est cité comme exemple ?,la filtration de vapeur ou de gaz,parameter_or_condition,,5,5,5,15,3,3,3,4,4,17,,,,,4,17,none,32
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,es,"en,fr",¿Para qué se usa la estructura de espuma metálica?,"se utiliza para la filtración o la purificación de fluido, como la filtración de vapor o de gas",method,,4,4,5,13,3,2,3,4,4,16,,,,,4,16,broad-summary,29
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,en,"en,fr",What is the percentage range of HAGBs in the steel?,between 68% and 82% HAGBs,structure,,5,5,5,15,3,4,4,5,4,20,,,,,4,20,none,35
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,de,"en,fr",Welche Größe haben die sphärischen Präzipitate?,zwischen 1 nm und 150 nm,structure,,5,5,4,14,4,4,5,5,4,22,,,,,4,22,none,36
technical,4,all,EP-4633950-A1_fr,EP-4633950-A1,fr,"en,fr",Proportion de joints de type LAGB,entre 1 % et 16 % de joints de type LAGB,structure,,5,5,5,15,4,4,4,5,4,21,,,,,4,21,none,36
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,es,"en,fr",tamaño de los precipitados esféricos,between 1 nm and 150 nm,structure,,5,4,4,13,4,4,5,5,4,22,,,,,4,22,none,35
technical,4,all,EP-4634629-A1_en,EP-4634629-A1,en,"en,de,fr",What is provided for an electrically conductive contact pin?,"at least one titanium core (9.1) for an electrically conductive contact pin,",material,,5,4,5,14,2,2,3,3,3,13,,,,,3,13,broad-summary,27
technical,4,all,EP-4634629-A1_de,EP-4634629-A1,de,"en,de,fr",Welches Material wird als Kern für den elektrisch leitfähigen Kontaktstift bereitgestellt?,mindestens eines Titankerns (9.1),material,,4,3,5,12,3,2,4,5,4,18,,,,,4,18,broad-summary,30
technical,4,all,EP-4634629-A1_fr,EP-4634629-A1,fr,"en,de,fr",Matériau du noyau de la broche de contact ?,la fourniture d'au moins un noyau en titane (9.1) pour une broche de contact électriquement conductrice ;,material,,4,2,5,11,4,3,5,5,4,21,,,,,4,21,none,32
technical,4,all,EP-4634629-A1_en,EP-4634629-A1,es,"en,de,fr",¿Qué núcleo se proporciona para el pasador de contacto eléctricamente conductor?,providing at least one titanium core (9.1) for an electrically conductive contact pin;,material,,4,4,5,13,3,2,4,4,4,17,,,,,4,17,broad-summary,30
semantic,1,random_any,EP-4633582-A1_en,EP-4633582-A1,es,"en,fr",Qué necesidad sensorial e hidratante intenta resolver esta formulación cosmética?,The cosmetic composition can provide a watery and fresh sensation with long-lasting moisture and has a good stability.,,problem,4,3,5,12,,,,,4,19,4,4,4,3,4,19,none,31
semantic,1,random_any,EP-4634165-A1_en,EP-4634165-A1,es,"en,fr",¿Cómo trata el procedimiento el agua que se genera durante la deshidratación de hexosas para facilitar la obtención de 5-HMF en un medio no acuoso?,"y extracción concomitante del agua del medio de reacción, para obtener un efluente de síntesis que comprende 5-HMF y solvente de síntesis.",,problem,4,3,5,12,,,,,4,21,4,4,5,4,4,21,none,33
semantic,1,random_any,EP-4633677-A1_en,EP-4633677-A1,de,"en,fr","Welchen Mechanismus nutzen die beschriebenen Präparate, um die Vermehrung oder Ausbreitung des Virus in Wirtszellen zu verhindern?","Further provided is a pharmaceutical composition comprising a blocker of Influenza A M2 protein channel for preventing Influenza A cell entry, uncoating and/or release from a cell.",,solution,4,3,5,12,,,,,4,17,3,4,4,2,4,17,too-generic,29
semantic,1,random_any,EP-4634246-A1_en,EP-4634246-A1,en,"en,fr",What requirement does the formulation impose to ensure at least one monomer can provide multiple vinyl reactive sites for network formation?,and wherein at least one monomer of A and B comprises at least two vinyl groups.,,problem,5,4,5,14,,,,,4,18,3,4,4,3,4,18,none,32
semantic,1,random_any,EP-4634120-A1_en,EP-4634120-A1,de,"en,fr",Welche Lagerungsprobleme bei Kathodenmaterialien für Festkörperbatterien werden durch das beschriebene Material reduziert?,"Die vorliegenden Erfinder haben überraschend festgestellt, dass das positive electrode active material die Stabilität bei der Lagerung verbessert. Insbesondere wird durch Aufbringen einer Oberflächenschicht aus Si auf das positive electrode active material eine verringerte Aufnahme von Wasser und Kohlenstoff (oder Kohlendioxid) beobachtet.",,problem,4,3,5,12,,,,,4,19,4,3,4,4,4,19,none,31
semantic,1,random_any,EP-4633638-A1_en,EP-4633638-A1,en,"en,fr",What pharmacological approach is suggested for managing psychological contributors that complicate other health disorders?,"The present disclosure provides methods for treating psychological factors affecting other medical conditions (PFAOMC) in a subject by administering a reversible monoamine oxidase inhibitor (RIMA), for example moclobemide, optionally in combination with a second pharmaceutical agent, which may for example be an antihyperglycemic agent, an anti-hypertensive agent, an anti-inflammatory agent, an antioxidant, an anxiolytic agent, or an antidepressant, as well as certain other disclosed pharmaceutical agents.",,problem,5,3,5,13,,,,,4,21,4,4,5,4,4,21,none,34
semantic,1,random_any,EP-4633389-A1_en,EP-4633389-A1,en,"en,fr",What heat-and-moisture treatment steps are used to increase resistant and slowly digestible starch in gluten-free flours?,"The process includes at least a step of heating a moistened gluten free starch product having a moisture level of about 20-30% to a first temperature of from 55 to 65 °C for up to 16 hrs, and a step of heating the moistened gluten free starch product to a second temperature between 90 and 110°C for from 1 to 6 hrs.",,solution,5,4,5,14,,,,,4,16,3,2,3,4,4,16,keyword-lifted,30
semantic,1,random_any,WO-2025209629-A1_de,WO-2025209629-A1,es,"de,fr",¿Qué limitación práctica pretende resolver este procedimiento al crear centros NV en diamante?,El procedimiento tiene la ventaja de que de este modo se pueden generar centros NV deterministas en posiciones predeterminadas (230) en la superficie (260) de un diamante (220).,,problem,4,3,5,12,,,,,5,20,4,4,4,3,5,20,none,32
semantic,1,random_any,EP-4634132-A2_en,EP-4634132-A2,en,"en,fr",What microstructure control is required to avoid significant scattering at the design wavelength in these ceramics?,The first material and second material have grins with a diameter of less than 1/20 th the intended wavelength.,,problem,4,3,4,11,,,,,4,18,3,4,4,3,4,18,none,29
semantic,1,random_any,EP-4634914-A1_en,EP-4634914-A1,es,"en,fr",¿Qué arquitectura molecular se propone para el lubricante que facilita su adsorción en la capa superior del medio magnético?,The lubricant may have a structure: R1-Rf-R1,,solution,4,4,5,13,,,,,4,17,3,3,4,3,4,17,none,30
semantic,1,random_any,EP-4634285-A1_en,EP-4634285-A1,de,"en,fr","Welche Art von Reagenzformulierungen werden als hilfreich beschrieben, um photonische Schäden zu verhindern?","Es werden nützliche Reagenzkompositionen beschrieben, die photodamage inhibitors enthalten.",,application,4,4,5,13,,,,,4,15,3,2,3,3,4,15,keyword-lifted,28
semantic,1,random_any,EP-4634122-A1_fr,EP-4634122-A1,fr,"en,fr",Quelle configuration d'électrodes et quels matériaux composent la cellule électrochimique utilisée pour ioniser l'eau ?,Le dispositif se compose d'une électrode cathodique à base de titane et d'électrodes en titane recouvertes d'oxydes métalliques mixtes en guise d'anode.,,solution,5,5,5,15,,,,,4,15,3,2,3,3,4,15,keyword-lifted,30
semantic,1,random_any,EP-4634365-A1_fr,EP-4634365-A1,fr,"en,fr",Quelle séquence d'étapes est proposée pour générer des cellules souches embryonnaires porcines à partir d'un ovocyte maturé ?,"comportant les étapes consistant à (a) activer chimiquement un ovocyte porcin maturé, (b) cultiver l'ovocyte activé chimiquement jusqu'à ce que des blastocystes soient formés, (c) éliminer le trophoblaste du blastocyste pour isoler la masse cellulaire interne (ICM), et (d) transférer l'ICM à une plaque de culture pour la fixation et l'excroissance cellulaire.",,solution,4,4,5,13,,,,,4,17,3,2,4,4,4,17,keyword-lifted,30
semantic,2,random_missing,WO-2025214709-A1_de,WO-2025214709-A1,es,"de,fr",¿Qué problema relacionado con el origen de los materiales intenta resolver esta cinta adhesiva?,La capa de soporte (2) comprende un material plástico reciclado procedente del reprocesamiento de residuos industriales y/o de consumo.,,problem,4,3,5,12,,,,,4,18,3,4,4,3,4,18,none,30
semantic,2,random_missing,EP-4633426-A2_en,EP-4633426-A2,es,"en,de,fr",¿Qué solución de montaje y acoplamiento proponen para integrar el motor con el cajón y la unidad de accionamiento?,"el motor eléctrico (4) está dispuesto en el contenedor (1) y/o en un dispositivo de guía (9) para el contenedor (1) de tal manera que el motor eléctrico (4) está acoplado en movimiento con el contenedor (1), y la al menos una unidad de accionamiento (2) comprende un dispositivo de conexión (14) para el motor eléctrico (4), mediante el cual el motor eléctrico (4) puede o está acoplado de forma liberable a la al menos una unidad de accionamiento (2)",,solution,4,4,5,13,,,,,4,18,3,3,4,4,4,18,none,31
semantic,2,random_missing,EP-4630604-A1_de,EP-4630604-A1,es,"de,fr",¿Cómo está diseñado el colector de corriente para permitir contacto eléctrico con la capa catalítica sin cubrir toda la cara con polímero?,"La sección de capa polimérica está recubierta con una capa polimérica, mientras que la región de aplicación de potencial eléctrico no presenta capa polimérica. Además, la segunda cara presenta una sección de contacto eléctrico. Dicha sección de contacto eléctrico está orientada hacia la capa de catalizador, de modo que se permite una puesta en contacto eléctrica con ésta.",,solution,4,3,5,12,,,,,4,18,3,3,4,4,4,18,none,30
semantic,2,random_missing,EP-4634118-A1_en,EP-4634118-A1,es,"en,fr",¿Qué organización cristalina y disposición de canales admite este material para alojar tanto cadenas Nb–O como la intercalación iónica?,"y la estructura cristalina del óxido metálico de niobio es una estructura de bronze de tungsteno tetragonal que tiene cuatro u ocho canales pentagonales por celda unitaria, y una parte de los canales pentagonales está llena con cadenas -Nb-O-Nb-O-, y la parte restante de los canales pentagonales está, opcionalmente, intercalada con lithium.",,solution,4,3,5,12,,,,,4,18,3,3,4,4,4,18,none,30
semantic,2,random_missing,EP-4634404-A1_en,EP-4634404-A1,de,"en,fr","Wie lässt sich die Leistungsfähigkeit eines Analyse-Workflows prüfen, ohne echte Zellen oder Gewebe als Kontrollprobe zu verwenden?","Es wird ein Verfahren beschrieben, bei dem rolling circle amplification products (RCPs) auf einer cell-free and tissue-free quality control (QC) slide aufgebracht werden, um die Leistung eines Instrumenten-Workflows zu bewerten; ein Instrument wird verwendet, um die mit den RCPs auf der QC slide verbundenen Signale zu dekodieren.",,problem,4,3,5,12,,,,,5,22,4,4,5,4,5,22,none,34
semantic,2,random_missing,EP-4633465-A1_en,EP-4633465-A1,de,"en,fr",Wie lässt sich die Gesamtexposition eines Probanden gegenüber einem Arzneistoff über die Zeit (z. B. AUC) mit einem rechnergestützten Verfahren bestimmen?,"Beschrieben wird ein computergestütztes Verfahren zur Bestimmung der Exposition eines Subjekts gegenüber einem Medikament, beispielsweise durch Bestimmung der Fläche unter der Kurve.",,problem,4,4,5,13,,,,,5,19,4,3,4,3,5,19,none,32
semantic,2,random_missing,EP-4633680-A1_en,EP-4633680-A1,es,"en,fr",¿Qué arquitectura molecular proponen para unir un thyclotide con un péptido funcional?,"Disclosed are thyclotide-peptide conjugates of the formula (I): Tn-L-P (I), wherein T is a thyclotide unit of the formula:, wherein the thyclotide units are optionally intercepted by segments of polypeptide which can be the same as or different from P, n is about 5 to about 25, L is a linker, P is a polypeptide, and B is a nucleobase or a heterocyclyl moiety.",,solution,4,2,4,10,,,,,5,20,4,3,4,4,5,20,none,30
semantic,2,random_missing,WO-2025201606-A1_de,WO-2025201606-A1,es,"de,fr",¿Qué método propone el documento para dotar de actividad antimicrobiana a una superficie polimérica sin añadir otras sustancias?,"die bereitgestellte Oberfläche ausschließlich mit energiereichen Elektronen unter Anwesenheit einer sauerstoffhaltigen Atmosphäre, vorzugsweise Luft, und unter Abwesenheit weiterer Substanzen behandelt wird,",,solution,5,4,5,14,,,,,5,22,4,4,5,4,5,22,none,36
semantic,2,random_missing,EP-4634435-A1_en,EP-4634435-A1,de,"en,fr","Welches strukturelle Konzept und welche Arten von Kupferpartikeln kombiniert das Material, um katalytisch zu wirken?","ein neues nanostrukturiertes Verbundmaterial mit einer geschichteten Hydrotalcit-ähnlichen ternären Struktur von CuMgAI LDH und umfassend Partikel von metallischem Kupfer Cu° und Partikel, die Kupfer(I)-Ion Cu+ enthalten (wie Kupfer(I)-oxid), als Redox-Paar Cu°/Cu+, vorzugsweise in engem Kontakt mit der geschichteten Hydrotalcit-Struktur",,solution,4,3,5,12,,,,,4,17,3,2,4,4,4,17,keyword-lifted,29
semantic,2,random_missing,EP-4634143-A1_en,EP-4634143-A1,de,"en,fr","Welcher Verfahrensaufbau wird vorgeschlagen, um die Konzentration einer Essigsäurelösung durch Feststoffbildung zu realisieren?","An exemplary system includes a hydrate reactor to form solid hydrates in the acetic acid solution, a filtration system to remove the solid hydrates formed in the hydrate reactor, and a drying system to separate ethane from water.",,solution,5,4,5,14,,,,,5,20,4,3,4,4,5,20,none,34
semantic,2,random_missing,EP-4634411-A1_en,EP-4634411-A1,de,"en,fr","Welche prozessseitige Maßnahme in der Kühlzone wird vorgeschlagen, um diese Anforderungen an Produkt und Temperatur zu erreichen?",Ein carbon-containing cooling gas 30 wird in die cooling zone 3 des shaft furnace 1 mit einem Durchsatz höher als 800Nm3/ton Direct Reduced Iron eingeführt.,,solution,4,4,4,12,,,,,2,16,3,4,4,3,2,16,poor-writing,28
semantic,2,random_missing,EP-4634287-A1_en,EP-4634287-A1,es,"en,de,fr",¿Qué problema de comportamiento en rodadura y desgaste pretende resolver esta formulación de caucho?,mezcla de caucho vulcanizable y vulcanizado con características de rodadura y de abrasión mejoradas,,problem,3,3,5,11,,,,,4,18,4,3,4,3,4,18,none,29
semantic,2,random_missing,EP-4633627-A1_en,EP-4633627-A1,de,"en,fr",Welche Hautprobleme lassen sich mit einer kosmetischen Formulierung auf Basis von indole-3-pyruvic acid verhindern oder lindern?,"zur Verhütung einer Reduktion der Hautbarrierefunktion und/oder zur Verstärkung der Hautbarrierefunktion, insbesondere bei trockener Haut; zur Vorbeugung und/oder Behandlung von Hautstörungen in empfindlicher Haut; sowie zur Vorbeugung und/oder Behandlung von Pruritus und/oder Entzündungen der Haut.",,problem,4,4,5,13,,,,,3,16,3,2,4,4,3,16,keyword-lifted,29
semantic,3,random_existing,EP-4633670-A1_fr,EP-4633670-A1,fr,"en,fr",Quelle stratégie moléculaire permet de diriger sélectivement une protéine membranaire vers la surface d'une VLP ?,sur la base d'une interaction entre une protéine d'échafaudage virale fusionnée à un domaine PDZ et un polypeptide synthétique dans la queue C-terminale cytoplasmique de la protéine membranaire cible.,,solution,5,4,5,14,,,,,5,20,4,3,4,4,5,20,none,34
semantic,3,random_existing,WO-2025202163-A1_fr,WO-2025202163-A1,fr,"de,fr",Quels types de déchets ou de matériaux sources peuvent être valorisés pour produire de l'aniline ?,obtenir de l'aniline à partir de produits de polyuréthane ou de flux de déchets de production d'isocyanate.,,problem,4,3,5,12,,,,,4,18,4,3,4,3,4,18,none,30
semantic,3,random_existing,WO-2025214852-A1_fr,WO-2025214852-A1,fr,"de,fr",Comment la couche réfléchissante est-elle positionnée pour former une zone d'affichage visible même avec un arrière-plan opaque ?,"La couche réfléchissante (9) est disposée sur la surface côté intérieur (IV) de la vitre intérieure (3), ladite couche réfléchissante (9) étant positionnée dans au moins une région d'affichage de vitre composite (1) dans laquelle, dans une direction de visualisation à travers la vitre composite (1) à partir de la surface côté intérieur (IV) de la vitre intérieure (3), la couche réfléchissante (9) est formée spatialement devant un arrière-plan opaque.",,problem,5,4,5,14,,,,,4,16,3,3,3,3,4,16,none,30
semantic,3,random_existing,WO-2025214996-A1_fr,WO-2025214996-A1,fr,"de,fr",Comment la mise en mouvement de la pièce et les paramètres du faisceau sont-ils réglés pour éviter que les zones retirées par des impulsions successives se chevauchent ?,"Lors de l'usinage, le composant (1) est mis en rotation autour d'un axe de rotation à une certaine vitesse de rotation, la distance entre le faisceau laser (4) et l'axe de rotation étant au moins temporairement modifiée. La vitesse de rotation, le diamètre du faisceau laser (4) sur le composant (1) ainsi que l'intervalle d'impulsion temporel entre les impulsions du faisceau laser (4) sont sélectionnés de sorte que les zones du composant (1) enlevées par des impulsions respectivement successives du faisceau laser (4) ne se chevauchent pas.",,application,5,4,5,14,,,,,4,18,3,3,4,4,4,18,none,32
semantic,3,random_existing,EP-4630123-A1_de,EP-4630123-A1,de,"de,fr",Wie sind die separat verpackten Zubereitungen formuliert — welche Wirkstoffklassen enthalten die einzelnen Komponenten?,"wobei - die Zubereitung (A) enthält (a1) mindestens ein Peroxodisulfat, und (a2) mindestens eine Di- oder Tricarbonsäure mit 2 bis 20 Kohlenstoffatomen und/oder ein Salz dieser Säure, und (a3) mindestens eine Aminosäure, und - die Zubereitung (B) enthält (b1) Carbamidperoxid.",,solution,5,4,5,14,,,,,4,16,3,3,3,3,4,16,none,30
