pack_id,candidate_rank_by_generated_score,is_selected_for_annotation,selected_rank_by_generated_score,is_wild_pack,generated_score_spread,generated_score_min,generated_score_max,annotator_total_score_selected,annotator_failure_type_selected,selected_source_passages,corpus_id,publication_number,mode,strategy,question_language,context_language,generated_total_score,generated_faith_overall,generated_quality_overall,generated_failure_type,question,answer
"EP-4633950-A1_fr|technical|4|fr|en,fr",1,yes,1,yes,8,28,36,8,language-issue,"[{""language"": ""en"", ""passage"": ""Title: Use of a triple-structured steel in an acidic environment\n\nAbstract: The invention relates to the use of a steel material in contact with an acidic medium that has a pH of less than 5, the steel material being composed of grains comprising a matrix within which precipitates are incorporated, the steel material comprising i) chromium, nickel, carbon, oxygen, manganese, molybdenum, silicon, phosphorus, sulfur, other elements and iron; ii) spherical precipitates, the size of which is between 1 nm and 150 nm; iii) equiaxed, non-columnar grains, the size of which is less than 40 µm; and iv) between 68% and 82% HAGBs, between 1% and 16% LAGBs, and between 9% and 26% twin boundaries.""}, {""language"": ""fr"", ""passage"": ""Title: Utilisation d'un acier à triple structuration dans un environnement acide\n\nAbstract: Utilisation d'un matériau en acier au contact d'un milieu acide présentant un pH inférieur à 5, le matériau en acier étant composé de grains comprenant une matrice dans laquelle sont incorporés des précipités, le matériau en acier comprenant i) du chrome, du nickel, du carbone, de l'oxygène, du manganèse, du molybdène, du silicium, du phosphore, du soufre, d'autres éléments et du fer, ii) des précipités sphériques, de taille variant entre 1 nm et 150 nm, iii) des grains non colonnaires équiaxes dont la taille est inférieure à 40 µm, et iv) entre 68 % et 82 % de joints de grain de type HAGB, entre 1 % et 16 % de joints de type LAGB, et entre 9 % et 26 % de joints de macles Pas de figure d'abrégé.""}]",EP-4633950-A1_fr,EP-4633950-A1,technical,4,fr,"en,fr",36,15,21,none,Proportion de joints de type LAGB,entre 1 % et 16 % de joints de type LAGB
"EP-4633950-A1_fr|technical|4|fr|en,fr",2,no,1,yes,8,28,36,8,language-issue,"[{""language"": ""en"", ""passage"": ""Title: Use of a triple-structured steel in an acidic environment\n\nAbstract: The invention relates to the use of a steel material in contact with an acidic medium that has a pH of less than 5, the steel material being composed of grains comprising a matrix within which precipitates are incorporated, the steel material comprising i) chromium, nickel, carbon, oxygen, manganese, molybdenum, silicon, phosphorus, sulfur, other elements and iron; ii) spherical precipitates, the size of which is between 1 nm and 150 nm; iii) equiaxed, non-columnar grains, the size of which is less than 40 µm; and iv) between 68% and 82% HAGBs, between 1% and 16% LAGBs, and between 9% and 26% twin boundaries.""}, {""language"": ""fr"", ""passage"": ""Title: Utilisation d'un acier à triple structuration dans un environnement acide\n\nAbstract: Utilisation d'un matériau en acier au contact d'un milieu acide présentant un pH inférieur à 5, le matériau en acier étant composé de grains comprenant une matrice dans laquelle sont incorporés des précipités, le matériau en acier comprenant i) du chrome, du nickel, du carbone, de l'oxygène, du manganèse, du molybdène, du silicium, du phosphore, du soufre, d'autres éléments et du fer, ii) des précipités sphériques, de taille variant entre 1 nm et 150 nm, iii) des grains non colonnaires équiaxes dont la taille est inférieure à 40 µm, et iv) entre 68 % et 82 % de joints de grain de type HAGB, entre 1 % et 16 % de joints de type LAGB, et entre 9 % et 26 % de joints de macles Pas de figure d'abrégé.""}]",EP-4633950-A1_fr,EP-4633950-A1,technical,4,fr,"en,fr",31,14,17,weak-query-shape,pH du milieu acide en contact avec l'acier,un pH inférieur à 5
"EP-4633950-A1_fr|technical|4|fr|en,fr",3,no,1,yes,8,28,36,8,language-issue,"[{""language"": ""en"", ""passage"": ""Title: Use of a triple-structured steel in an acidic environment\n\nAbstract: The invention relates to the use of a steel material in contact with an acidic medium that has a pH of less than 5, the steel material being composed of grains comprising a matrix within which precipitates are incorporated, the steel material comprising i) chromium, nickel, carbon, oxygen, manganese, molybdenum, silicon, phosphorus, sulfur, other elements and iron; ii) spherical precipitates, the size of which is between 1 nm and 150 nm; iii) equiaxed, non-columnar grains, the size of which is less than 40 µm; and iv) between 68% and 82% HAGBs, between 1% and 16% LAGBs, and between 9% and 26% twin boundaries.""}, {""language"": ""fr"", ""passage"": ""Title: Utilisation d'un acier à triple structuration dans un environnement acide\n\nAbstract: Utilisation d'un matériau en acier au contact d'un milieu acide présentant un pH inférieur à 5, le matériau en acier étant composé de grains comprenant une matrice dans laquelle sont incorporés des précipités, le matériau en acier comprenant i) du chrome, du nickel, du carbone, de l'oxygène, du manganèse, du molybdène, du silicium, du phosphore, du soufre, d'autres éléments et du fer, ii) des précipités sphériques, de taille variant entre 1 nm et 150 nm, iii) des grains non colonnaires équiaxes dont la taille est inférieure à 40 µm, et iv) entre 68 % et 82 % de joints de grain de type HAGB, entre 1 % et 16 % de joints de type LAGB, et entre 9 % et 26 % de joints de macles Pas de figure d'abrégé.""}]",EP-4633950-A1_fr,EP-4633950-A1,technical,4,fr,"en,fr",28,14,14,broad-summary,Éléments présents dans le matériau en acier,"du chrome, du nickel, du carbone, de l'oxygène, du manganèse, du molybdène, du silicium, du phosphore, du soufre, d'autres éléments et du fer"
"EP-4634120-A1_en|semantic|1|de|en,fr",1,yes,1,yes,8,23,31,8,faithfulness-borderline,"[{""language"": ""en"", ""passage"": ""Title: Positive electrode active material and method for manufacturing a positive electrode active material\n\nAbstract: The present invention relates a positive electrode active material for solid-state batteries, comprising lithium, oxygen, nickel, and at least one metal selected from the group consisting of manganese and cobalt, wherein the positive electrode active material has an enriched amount of Si in the surface layer, and wherein the positive electrode active material comprises single-crystalline particles. The present inventors have surprisingly found that the positive electrode active material of the invention improves the storage stability of the positive electrode active material. In particular, a decreased uptake of water and carbon (or carbon dioxide) is observed by applying a surface layer of Si on the positive electrode active material. Moreover, the positive electrode active material improves the electrochemical stability of the battery.""}, {""language"": ""fr"", ""passage"": ""Title: Matériau actif d'électrode positive et méthode de fabrication d'un matériau actif d'électrode positive\n\nAbstract: La présente invention concerne un matériau actif d'électrode positive pour batteries à l'état solide, comprenant du lithium, de l'oxygène, du nickel et au moins un métal choisi dans le groupe constitué par le manganèse et le cobalt. Le matériau actif d'électrode positive comporte une quantité enrichie de Si dans la couche de surface, et comprend des particules monocristallines. Les présents inventeurs ont découvert de manière surprenante que le matériau actif d'électrode positive de l'invention améliore la stabilité au stockage du matériau actif d'électrode positive. En particulier, une absorption réduite de l'eau et du carbone (ou du dioxyde de carbone) est observée par application d'une couche de surface de Si sur le matériau actif d'électrode positive. De plus, le matériau actif d'électrode positive améliore la stabilité électrochimique de la batterie.""}]",EP-4634120-A1_en,EP-4634120-A1,semantic,1,de,"en,fr",31,12,19,none,Welche Lagerungsprobleme bei Kathodenmaterialien für Festkörperbatterien werden durch das beschriebene Material reduziert?,"Die vorliegenden Erfinder haben überraschend festgestellt, dass das positive electrode active material die Stabilität bei der Lagerung verbessert. Insbesondere wird durch Aufbringen einer Oberflächenschicht aus Si auf das positive electrode active material eine verringerte Aufnahme von Wasser und Kohlenstoff (oder Kohlendioxid) beobachtet."
"EP-4634120-A1_en|semantic|1|de|en,fr",2,no,1,yes,8,23,31,8,faithfulness-borderline,"[{""language"": ""en"", ""passage"": ""Title: Positive electrode active material and method for manufacturing a positive electrode active material\n\nAbstract: The present invention relates a positive electrode active material for solid-state batteries, comprising lithium, oxygen, nickel, and at least one metal selected from the group consisting of manganese and cobalt, wherein the positive electrode active material has an enriched amount of Si in the surface layer, and wherein the positive electrode active material comprises single-crystalline particles. The present inventors have surprisingly found that the positive electrode active material of the invention improves the storage stability of the positive electrode active material. In particular, a decreased uptake of water and carbon (or carbon dioxide) is observed by applying a surface layer of Si on the positive electrode active material. Moreover, the positive electrode active material improves the electrochemical stability of the battery.""}, {""language"": ""fr"", ""passage"": ""Title: Matériau actif d'électrode positive et méthode de fabrication d'un matériau actif d'électrode positive\n\nAbstract: La présente invention concerne un matériau actif d'électrode positive pour batteries à l'état solide, comprenant du lithium, de l'oxygène, du nickel et au moins un métal choisi dans le groupe constitué par le manganèse et le cobalt. Le matériau actif d'électrode positive comporte une quantité enrichie de Si dans la couche de surface, et comprend des particules monocristallines. Les présents inventeurs ont découvert de manière surprenante que le matériau actif d'électrode positive de l'invention améliore la stabilité au stockage du matériau actif d'électrode positive. En particulier, une absorption réduite de l'eau et du carbone (ou du dioxyde de carbone) est observée par application d'une couche de surface de Si sur le matériau actif d'électrode positive. De plus, le matériau actif d'électrode positive améliore la stabilité électrochimique de la batterie.""}]",EP-4634120-A1_en,EP-4634120-A1,semantic,1,de,"en,fr",27,12,15,too-generic,Für welchen Batterietyp ist das beschriebene Kathodenmaterial bestimmt und welche elektrochemische Wirkung wird dadurch erzielt?,Das vorliegende Material betrifft ein positives Elektrodenaktiva für Festkörperbatterien und verbessert die elektrochemische Stabilität der Batterie.
"EP-4634120-A1_en|semantic|1|de|en,fr",3,no,1,yes,8,23,31,8,faithfulness-borderline,"[{""language"": ""en"", ""passage"": ""Title: Positive electrode active material and method for manufacturing a positive electrode active material\n\nAbstract: The present invention relates a positive electrode active material for solid-state batteries, comprising lithium, oxygen, nickel, and at least one metal selected from the group consisting of manganese and cobalt, wherein the positive electrode active material has an enriched amount of Si in the surface layer, and wherein the positive electrode active material comprises single-crystalline particles. The present inventors have surprisingly found that the positive electrode active material of the invention improves the storage stability of the positive electrode active material. In particular, a decreased uptake of water and carbon (or carbon dioxide) is observed by applying a surface layer of Si on the positive electrode active material. Moreover, the positive electrode active material improves the electrochemical stability of the battery.""}, {""language"": ""fr"", ""passage"": ""Title: Matériau actif d'électrode positive et méthode de fabrication d'un matériau actif d'électrode positive\n\nAbstract: La présente invention concerne un matériau actif d'électrode positive pour batteries à l'état solide, comprenant du lithium, de l'oxygène, du nickel et au moins un métal choisi dans le groupe constitué par le manganèse et le cobalt. Le matériau actif d'électrode positive comporte une quantité enrichie de Si dans la couche de surface, et comprend des particules monocristallines. Les présents inventeurs ont découvert de manière surprenante que le matériau actif d'électrode positive de l'invention améliore la stabilité au stockage du matériau actif d'électrode positive. En particulier, une absorption réduite de l'eau et du carbone (ou du dioxyde de carbone) est observée par application d'une couche de surface de Si sur le matériau actif d'électrode positive. De plus, le matériau actif d'électrode positive améliore la stabilité électrochimique de la batterie.""}]",EP-4634120-A1_en,EP-4634120-A1,semantic,1,de,"en,fr",23,10,13,keyword-lifted,"Welche Oberflächenmodifikation an den Partikeln wird vorgeschlagen, um die Eigenschaften des positiven Elektrodenaktiva zu beeinflussen?","Das positive electrode active material hat eine angereicherte Menge an Si in der Oberflächenschicht, und das positive electrode active material umfasst single-crystalline particles."
"EP-4634128-A1_en|technical|3|en|en,fr",1,yes,1,yes,8,30,38,10,none,"[{""language"": ""en"", ""passage"": ""Title: An insulating plate formulation and a production method of an insulating plate comprising the same\n\nAbstract: The insulating plate formulation according to the present invention comprises 30-70% by weight of vermiculite raw material, 20-60% by weight of at least one inorganic binder, 1-5% by weight of at least one organic binder, and 3-15% by weight of at least one montmorillonite group compound. In addition, a production method of an insulating plate according to the present invention comprises the steps of: mixing at least a first amount of vermiculite raw material, at least a second amount of inorganic binder, at least a third amount of organic binder and at least a fourth amount of montmorillonite group compound by means of at least one mixer for at least a first period; pressing the mixture obtained from the mixing process by applying a pressure in at least a first pressure range by means of a uniaxial press, thereby shaping the mixture into a plate; introducing carbon dioxide gas to the plate-shaped mixture for at least a second period to perform a curing process, and baking the cured plate-shaped mixture in a furnace at at least a first temperature range for at least a third period of time, thereby obtaining at least one insulating plate.""}, {""language"": ""fr"", ""passage"": ""Title: Formulation de plaque isolante et procédé de production d'une plaque isolante la comprenant\n\nAbstract: La formulation de plaque isolante selon la présente invention comprend 30 à 70 % en poids de matière première de vermiculite, 20 à 60 % en poids d'au moins un liant inorganique, 1 à 5 % en poids d'au moins un liant organique et 3 à 15 % en poids d'au moins un composé du groupe de la montmorillonite. De plus, un procédé de production d'une plaque isolante selon la présente invention comprend les étapes consistant à : mélanger au moins une première quantité de matière première de vermiculite, au moins une deuxième quantité de liant inorganique, au moins une troisième quantité de liant organique et au moins une quatrième quantité de composé du groupe de la montmorillonite au moyen d'au moins un mélangeur pendant au moins une première période ; presser le mélange obtenu à partir du processus de mélange par application d'une pression dans au moins une première plage de pression au moyen d'une presse uniaxiale, ce qui permet de donner au mélange la forme d'une plaque ; introduire du dioxyde de carbone gazeux dans le mélange en forme de plaque pendant au moins une deuxième période pour effectuer un processus de durcissement, et cuire le mélange en forme de plaque durci dans un four à au moins une première plage de température pendant au moins une troisième période, ce qui permet d'obtenir au moins une plaque isolante.""}]",EP-4634128-A1_en,EP-4634128-A1,technical,3,en,"en,fr",38,15,23,none,What gas is introduced to the plate-shaped mixture for curing?,carbon dioxide gas
"EP-4634128-A1_en|technical|3|en|en,fr",2,no,1,yes,8,30,38,10,none,"[{""language"": ""en"", ""passage"": ""Title: An insulating plate formulation and a production method of an insulating plate comprising the same\n\nAbstract: The insulating plate formulation according to the present invention comprises 30-70% by weight of vermiculite raw material, 20-60% by weight of at least one inorganic binder, 1-5% by weight of at least one organic binder, and 3-15% by weight of at least one montmorillonite group compound. In addition, a production method of an insulating plate according to the present invention comprises the steps of: mixing at least a first amount of vermiculite raw material, at least a second amount of inorganic binder, at least a third amount of organic binder and at least a fourth amount of montmorillonite group compound by means of at least one mixer for at least a first period; pressing the mixture obtained from the mixing process by applying a pressure in at least a first pressure range by means of a uniaxial press, thereby shaping the mixture into a plate; introducing carbon dioxide gas to the plate-shaped mixture for at least a second period to perform a curing process, and baking the cured plate-shaped mixture in a furnace at at least a first temperature range for at least a third period of time, thereby obtaining at least one insulating plate.""}, {""language"": ""fr"", ""passage"": ""Title: Formulation de plaque isolante et procédé de production d'une plaque isolante la comprenant\n\nAbstract: La formulation de plaque isolante selon la présente invention comprend 30 à 70 % en poids de matière première de vermiculite, 20 à 60 % en poids d'au moins un liant inorganique, 1 à 5 % en poids d'au moins un liant organique et 3 à 15 % en poids d'au moins un composé du groupe de la montmorillonite. De plus, un procédé de production d'une plaque isolante selon la présente invention comprend les étapes consistant à : mélanger au moins une première quantité de matière première de vermiculite, au moins une deuxième quantité de liant inorganique, au moins une troisième quantité de liant organique et au moins une quatrième quantité de composé du groupe de la montmorillonite au moyen d'au moins un mélangeur pendant au moins une première période ; presser le mélange obtenu à partir du processus de mélange par application d'une pression dans au moins une première plage de pression au moyen d'une presse uniaxiale, ce qui permet de donner au mélange la forme d'une plaque ; introduire du dioxyde de carbone gazeux dans le mélange en forme de plaque pendant au moins une deuxième période pour effectuer un processus de durcissement, et cuire le mélange en forme de plaque durci dans un four à au moins une première plage de température pendant au moins une troisième période, ce qui permet d'obtenir au moins une plaque isolante.""}]",EP-4634128-A1_en,EP-4634128-A1,technical,3,en,"en,fr",30,14,16,weak-query-shape,What percentage by weight of vermiculite raw material does the formulation comprise?,30-70% by weight of vermiculite raw material
"EP-4634128-A1_en|technical|3|en|en,fr",3,no,1,yes,8,30,38,10,none,"[{""language"": ""en"", ""passage"": ""Title: An insulating plate formulation and a production method of an insulating plate comprising the same\n\nAbstract: The insulating plate formulation according to the present invention comprises 30-70% by weight of vermiculite raw material, 20-60% by weight of at least one inorganic binder, 1-5% by weight of at least one organic binder, and 3-15% by weight of at least one montmorillonite group compound. In addition, a production method of an insulating plate according to the present invention comprises the steps of: mixing at least a first amount of vermiculite raw material, at least a second amount of inorganic binder, at least a third amount of organic binder and at least a fourth amount of montmorillonite group compound by means of at least one mixer for at least a first period; pressing the mixture obtained from the mixing process by applying a pressure in at least a first pressure range by means of a uniaxial press, thereby shaping the mixture into a plate; introducing carbon dioxide gas to the plate-shaped mixture for at least a second period to perform a curing process, and baking the cured plate-shaped mixture in a furnace at at least a first temperature range for at least a third period of time, thereby obtaining at least one insulating plate.""}, {""language"": ""fr"", ""passage"": ""Title: Formulation de plaque isolante et procédé de production d'une plaque isolante la comprenant\n\nAbstract: La formulation de plaque isolante selon la présente invention comprend 30 à 70 % en poids de matière première de vermiculite, 20 à 60 % en poids d'au moins un liant inorganique, 1 à 5 % en poids d'au moins un liant organique et 3 à 15 % en poids d'au moins un composé du groupe de la montmorillonite. De plus, un procédé de production d'une plaque isolante selon la présente invention comprend les étapes consistant à : mélanger au moins une première quantité de matière première de vermiculite, au moins une deuxième quantité de liant inorganique, au moins une troisième quantité de liant organique et au moins une quatrième quantité de composé du groupe de la montmorillonite au moyen d'au moins un mélangeur pendant au moins une première période ; presser le mélange obtenu à partir du processus de mélange par application d'une pression dans au moins une première plage de pression au moyen d'une presse uniaxiale, ce qui permet de donner au mélange la forme d'une plaque ; introduire du dioxyde de carbone gazeux dans le mélange en forme de plaque pendant au moins une deuxième période pour effectuer un processus de durcissement, et cuire le mélange en forme de plaque durci dans un four à au moins une première plage de température pendant au moins une troisième période, ce qui permet d'obtenir au moins une plaque isolante.""}]",EP-4634128-A1_en,EP-4634128-A1,technical,3,en,"en,fr",30,14,16,weak-query-shape,What percentage by weight of at least one montmorillonite group compound does the formulation comprise?,3-15% by weight of at least one montmorillonite group compound
"EP-4634365-A1_fr|semantic|1|fr|en,fr",1,yes,1,yes,8,22,30,8,broad-summary,"[{""language"": ""en"", ""passage"": ""Title: A method for generation of porcine embryonic stem cells\n\nAbstract: The present invention relates to a method for producing porcine embryonic stem cells, involving the steps of (a) chemically activating a matured porcine oocyte, (b) culturing the chemically activated oocyte until blastocysts are formed, (c) removing the trophoblast from the blastocyst to isolate the inner cell mass (ICM), and (d) transferring the ICM to a culture plate for attachment and cell outgrowth. The present invention also relates to porcine embryonic stem cells obtained through such methods.""}, {""language"": ""fr"", ""passage"": ""Title: Procédé de génération de cellules souches embryonnaires porcines\n\nAbstract: La présente invention concerne un procédé de production de cellules souches embryonnaires porcines, comprenant les étapes consistant à (a) activer chimiquement un ovocyte porcin maturé, (b) cultiver l'ovocyte activé chimiquement jusqu'à ce que des blastocystes soient formés, (c) éliminer le trophoblaste du blastocyste pour isoler la masse cellulaire interne (ICM), et (d) transférer l'ICM à une plaque de culture pour la fixation et l'excroissance cellulaire. La présente invention concerne également des cellules souches embryonnaires porcines obtenues par de tels procédés.""}]",EP-4634365-A1_fr,EP-4634365-A1,semantic,1,fr,"en,fr",30,13,17,keyword-lifted,Quelle séquence d'étapes est proposée pour générer des cellules souches embryonnaires porcines à partir d'un ovocyte maturé ?,"comportant les étapes consistant à (a) activer chimiquement un ovocyte porcin maturé, (b) cultiver l'ovocyte activé chimiquement jusqu'à ce que des blastocystes soient formés, (c) éliminer le trophoblaste du blastocyste pour isoler la masse cellulaire interne (ICM), et (d) transférer l'ICM à une plaque de culture pour la fixation et l'excroissance cellulaire."
"EP-4634365-A1_fr|semantic|1|fr|en,fr",2,no,1,yes,8,22,30,8,broad-summary,"[{""language"": ""en"", ""passage"": ""Title: A method for generation of porcine embryonic stem cells\n\nAbstract: The present invention relates to a method for producing porcine embryonic stem cells, involving the steps of (a) chemically activating a matured porcine oocyte, (b) culturing the chemically activated oocyte until blastocysts are formed, (c) removing the trophoblast from the blastocyst to isolate the inner cell mass (ICM), and (d) transferring the ICM to a culture plate for attachment and cell outgrowth. The present invention also relates to porcine embryonic stem cells obtained through such methods.""}, {""language"": ""fr"", ""passage"": ""Title: Procédé de génération de cellules souches embryonnaires porcines\n\nAbstract: La présente invention concerne un procédé de production de cellules souches embryonnaires porcines, comprenant les étapes consistant à (a) activer chimiquement un ovocyte porcin maturé, (b) cultiver l'ovocyte activé chimiquement jusqu'à ce que des blastocystes soient formés, (c) éliminer le trophoblaste du blastocyste pour isoler la masse cellulaire interne (ICM), et (d) transférer l'ICM à une plaque de culture pour la fixation et l'excroissance cellulaire. La présente invention concerne également des cellules souches embryonnaires porcines obtenues par de tels procédés.""}]",EP-4634365-A1_fr,EP-4634365-A1,semantic,1,fr,"en,fr",25,12,13,too-extractive,Quel composant isolé du blastocyste est placé en culture pour permettre la fixation et l'excroissance des cellules ?,(d) transférer l'ICM à une plaque de culture pour la fixation et l'excroissance cellulaire.
"EP-4634365-A1_fr|semantic|1|fr|en,fr",3,no,1,yes,8,22,30,8,broad-summary,"[{""language"": ""en"", ""passage"": ""Title: A method for generation of porcine embryonic stem cells\n\nAbstract: The present invention relates to a method for producing porcine embryonic stem cells, involving the steps of (a) chemically activating a matured porcine oocyte, (b) culturing the chemically activated oocyte until blastocysts are formed, (c) removing the trophoblast from the blastocyst to isolate the inner cell mass (ICM), and (d) transferring the ICM to a culture plate for attachment and cell outgrowth. The present invention also relates to porcine embryonic stem cells obtained through such methods.""}, {""language"": ""fr"", ""passage"": ""Title: Procédé de génération de cellules souches embryonnaires porcines\n\nAbstract: La présente invention concerne un procédé de production de cellules souches embryonnaires porcines, comprenant les étapes consistant à (a) activer chimiquement un ovocyte porcin maturé, (b) cultiver l'ovocyte activé chimiquement jusqu'à ce que des blastocystes soient formés, (c) éliminer le trophoblaste du blastocyste pour isoler la masse cellulaire interne (ICM), et (d) transférer l'ICM à une plaque de culture pour la fixation et l'excroissance cellulaire. La présente invention concerne également des cellules souches embryonnaires porcines obtenues par de tels procédés.""}]",EP-4634365-A1_fr,EP-4634365-A1,semantic,1,fr,"en,fr",22,7,15,too-generic,Quel problème biologique ce procédé cherche-t-il à résoudre concernant la production de cellules souches porcines ?,"La présente invention concerne un procédé de production de cellules souches embryonnaires porcines, comprenant les étapes consistant à (a) activer chimiquement un ovocyte porcin maturé, (b) cultiver l'ovocyte activé chimiquement jusqu'à ce que des blastocystes soient formés, (c) éliminer le trophoblaste du blastocyste pour isoler la masse cellulaire interne (ICM), et (d) transférer l'ICM à une plaque de culture pour la fixation et l'excroissance cellulaire."
"WO-2025214996-A1_fr|semantic|3|fr|de,fr",1,yes,1,yes,8,24,32,8,broad-summary,"[{""language"": ""de"", ""passage"": ""Title: Verfahren und vorrichtung zur formkorrektur eines optischen bauelements mittels laserstrahlung\n\nAbstract: Die vorliegende Erfindung betrifft ein Verfahren und eine Vorrichtung zur Formkorrektur eines optischen Bauelements (1) mit gepulster Laserstrahlung. Das Bauelement (1) wird hierzu vermessen und durch Vergleich mit einer Soll-Geometrie (6) überschüssiges Material (7) bestimmt und durch Bearbeitung mit wenigstens einem gepulsten Laserstrahl (4) mit Pulsdauern von > 1 μs zumindest teilweise abgetragen, um die Ist-Geometrie (5) der Soll-Geometrie (6) zumindest anzunähern. Das Bauelement (1) wird bei der Bearbeitung mit einer Drehzahl um eine Rotationsachse rotiert, wobei der Abstand des Laserstrahls (4) zur Rotationsachse zumindest zeitweise verändert wird. Drehzahl, Strahldurchmesser des Laserstrahls (4) auf dem Bauelement (1) und zeitlicher Pulsabstand der Pulse des Laserstrahls (4) werden dabei so gewählt, dass durch jeweils aufeinanderfolgende Pulse des Laserstrahls (4) abgetragene Materialbereiche des Bauelements (1) nicht überlappen.""}, {""language"": ""fr"", ""passage"": ""Title: Procédé et dispositif de correction de forme d'un composant optique au moyen d'un rayonnement laser\n\nAbstract: L'invention concerne un procédé et un dispositif de correction de forme d'un composant optique (1) au moyen d'un rayonnement laser pulsé. À cet effet, le composant (1) est mesuré et, par comparaison avec une géométrie de consigne (6), du matériau excédentaire (7) est déterminé puis au moins partiellement éliminé par usinage au moyen d'au moins un faisceau laser (4) pulsé présentant des durées d'impulsion > 1 µs, de manière à rapprocher au moins la géométrie réelle (5) de la géométrie de consigne (6). Lors de l'usinage, le composant (1) est mis en rotation autour d'un axe de rotation à une certaine vitesse de rotation, la distance entre le faisceau laser (4) et l'axe de rotation étant au moins temporairement modifiée. La vitesse de rotation, le diamètre du faisceau laser (4) sur le composant (1) ainsi que l'intervalle d'impulsion temporel entre les impulsions du faisceau laser (4) sont sélectionnés de sorte que les zones du composant (1) enlevées par des impulsions respectivement successives du faisceau laser (4) ne se chevauchent pas.""}]",WO-2025214996-A1_fr,WO-2025214996-A1,semantic,3,fr,"de,fr",32,14,18,none,Comment la mise en mouvement de la pièce et les paramètres du faisceau sont-ils réglés pour éviter que les zones retirées par des impulsions successives se chevauchent ?,"Lors de l'usinage, le composant (1) est mis en rotation autour d'un axe de rotation à une certaine vitesse de rotation, la distance entre le faisceau laser (4) et l'axe de rotation étant au moins temporairement modifiée. La vitesse de rotation, le diamètre du faisceau laser (4) sur le composant (1) ainsi que l'intervalle d'impulsion temporel entre les impulsions du faisceau laser (4) sont sélectionnés de sorte que les zones du composant (1) enlevées par des impulsions respectivement successives du faisceau laser (4) ne se chevauchent pas."
"WO-2025214996-A1_fr|semantic|3|fr|de,fr",2,no,1,yes,8,24,32,8,broad-summary,"[{""language"": ""de"", ""passage"": ""Title: Verfahren und vorrichtung zur formkorrektur eines optischen bauelements mittels laserstrahlung\n\nAbstract: Die vorliegende Erfindung betrifft ein Verfahren und eine Vorrichtung zur Formkorrektur eines optischen Bauelements (1) mit gepulster Laserstrahlung. Das Bauelement (1) wird hierzu vermessen und durch Vergleich mit einer Soll-Geometrie (6) überschüssiges Material (7) bestimmt und durch Bearbeitung mit wenigstens einem gepulsten Laserstrahl (4) mit Pulsdauern von > 1 μs zumindest teilweise abgetragen, um die Ist-Geometrie (5) der Soll-Geometrie (6) zumindest anzunähern. Das Bauelement (1) wird bei der Bearbeitung mit einer Drehzahl um eine Rotationsachse rotiert, wobei der Abstand des Laserstrahls (4) zur Rotationsachse zumindest zeitweise verändert wird. Drehzahl, Strahldurchmesser des Laserstrahls (4) auf dem Bauelement (1) und zeitlicher Pulsabstand der Pulse des Laserstrahls (4) werden dabei so gewählt, dass durch jeweils aufeinanderfolgende Pulse des Laserstrahls (4) abgetragene Materialbereiche des Bauelements (1) nicht überlappen.""}, {""language"": ""fr"", ""passage"": ""Title: Procédé et dispositif de correction de forme d'un composant optique au moyen d'un rayonnement laser\n\nAbstract: L'invention concerne un procédé et un dispositif de correction de forme d'un composant optique (1) au moyen d'un rayonnement laser pulsé. À cet effet, le composant (1) est mesuré et, par comparaison avec une géométrie de consigne (6), du matériau excédentaire (7) est déterminé puis au moins partiellement éliminé par usinage au moyen d'au moins un faisceau laser (4) pulsé présentant des durées d'impulsion > 1 µs, de manière à rapprocher au moins la géométrie réelle (5) de la géométrie de consigne (6). Lors de l'usinage, le composant (1) est mis en rotation autour d'un axe de rotation à une certaine vitesse de rotation, la distance entre le faisceau laser (4) et l'axe de rotation étant au moins temporairement modifiée. La vitesse de rotation, le diamètre du faisceau laser (4) sur le composant (1) ainsi que l'intervalle d'impulsion temporel entre les impulsions du faisceau laser (4) sont sélectionnés de sorte que les zones du composant (1) enlevées par des impulsions respectivement successives du faisceau laser (4) ne se chevauchent pas.""}]",WO-2025214996-A1_fr,WO-2025214996-A1,semantic,3,fr,"de,fr",31,14,17,none,Quelle méthode propose-t-on pour enlever le matériau superflu afin d'amener la pièce vers sa géométrie souhaitée ?,"du matériau excédentaire (7) est déterminé puis au moins partiellement éliminé par usinage au moyen d'au moins un faisceau laser (4) pulsé présentant des durées d'impulsion > 1 µs, de manière à rapprocher au moins la géométrie réelle (5) de la géométrie de consigne (6)."
